unit,tra_mode,geo\time,date,value
PC,RAIL,NL,2008-01-01,6.7 
PC,RAIL,NL,2009-01-01,6 
PC,RAIL,NL,2010-01-01,5.8 
PC,RAIL,NL,2011-01-01,6.3 
PC,RAIL,NL,2012-01-01,6.1 
PC,RAIL,NL,2013-01-01,5.7 
PC,RAIL,NL,2014-01-01,5.8 
PC,RAIL,NL,2015-01-01,6.2 
PC,RAIL,NL,2016-01-01,6 
PC,RAIL,NO,2005-01-01,15.7 
PC,RAIL,NO,2006-01-01,15.8 
PC,RAIL,NO,2007-01-01,16.4 
PC,RAIL,NO,2008-01-01,15.6 
PC,RAIL,NO,2009-01-01,16.4 
PC,RAIL,NO,2010-01-01,15.4 
PC,RAIL,NO,2011-01-01,15.8 
PC,RAIL,NO,2012-01-01,14.8 
PC,RAIL,NO,2013-01-01,13.3 
PC,RAIL,NO,2014-01-01,13.7 
PC,RAIL,NO,2015-01-01,12.9 
PC,RAIL,NO,2016-01-01,13 
PC,RAIL,PL,2005-01-01,36.4 
PC,RAIL,PL,2006-01-01,37 
PC,RAIL,PL,2007-01-01,36.2 
PC,RAIL,PL,2008-01-01,33.8 
PC,RAIL,PL,2009-01-01,28.8 
PC,RAIL,PL,2010-01-01,29.5 
PC,RAIL,PL,2011-01-01,29.9 
PC,RAIL,PL,2012-01-01,27.6 
PC,RAIL,PL,2013-01-01,26.4 
PC,RAIL,PL,2014-01-01,26.5 
PC,RAIL,PL,2015-01-01,25.6 
PC,RAIL,PL,2016-01-01,24.7 
PC,RAIL,PT,2005-01-01,9.2 
PC,RAIL,PT,2006-01-01,9 
PC,RAIL,PT,2007-01-01,9.1 
PC,RAIL,PT,2008-01-01,9.7 
PC,RAIL,PT,2009-01-01,9.4 
PC,RAIL,PT,2010-01-01,10.9 
PC,RAIL,PT,2011-01-01,10.9 
PC,RAIL,PT,2012-01-01,12.8 
PC,RAIL,PT,2013-01-01,12.7 
PC,RAIL,PT,2014-01-01,12.8 
PC,RAIL,PT,2015-01-01,14.1 
PC,RAIL,PT,2016-01-01,14.5 
PC,RAIL,RO,2005-01-01,26.3 e
PC,RAIL,RO,2006-01-01,25.5 e
PC,RAIL,RO,2007-01-01,24.9 e
PC,RAIL,RO,2008-01-01,25.3 e
PC,RAIL,RO,2009-01-01,23.1 
PC,RAIL,RO,2010-01-01,29.3 
PC,RAIL,RO,2011-01-01,35.4 
PC,RAIL,RO,2012-01-01,31.4 
PC,RAIL,RO,2013-01-01,30.7 
PC,RAIL,RO,2014-01-01,30.2 
PC,RAIL,RO,2015-01-01,31.6 
PC,RAIL,RO,2016-01-01,30.3 
PC,RAIL,SE,2005-01-01,32.5 
PC,RAIL,SE,2006-01-01,32.2 
PC,RAIL,SE,2007-01-01,32.7 
PC,RAIL,SE,2008-01-01,31.9 
PC,RAIL,SE,2009-01-01,33.3 
PC,RAIL,SE,2010-01-01,35.6 
PC,RAIL,SE,2011-01-01,34.8 
PC,RAIL,SE,2012-01-01,35.8 
PC,RAIL,SE,2013-01-01,33.7 
PC,RAIL,SE,2014-01-01,30.4 
PC,RAIL,SE,2015-01-01,29.6 
PC,RAIL,SE,2016-01-01,29.4 
PC,RAIL,SI,2005-01-01,30.8 
PC,RAIL,SI,2006-01-01,29.5 
PC,RAIL,SI,2007-01-01,29.9 
PC,RAIL,SI,2008-01-01,29.4 
PC,RAIL,SI,2009-01-01,27.8 
PC,RAIL,SI,2010-01-01,31.8 
PC,RAIL,SI,2011-01-01,34 
PC,RAIL,SI,2012-01-01,32.8 
PC,RAIL,SI,2013-01-01,34.7 
PC,RAIL,SI,2014-01-01,36 
PC,RAIL,SI,2015-01-01,35 
PC,RAIL,SI,2016-01-01,33.3 
PC,RAIL,SK,2005-01-01,47.1 
PC,RAIL,SK,2006-01-01,48.7 
PC,RAIL,SK,2007-01-01,42.3 
PC,RAIL,SK,2008-01-01,40.3 
PC,RAIL,SK,2009-01-01,35.8 
PC,RAIL,SK,2010-01-01,38.5 
PC,RAIL,SK,2011-01-01,38.2 
PC,RAIL,SK,2012-01-01,36.5 
PC,RAIL,SK,2013-01-01,39 
PC,RAIL,SK,2014-01-01,38.9 
PC,RAIL,SK,2015-01-01,36.6 
PC,RAIL,SK,2016-01-01,34.5 
PC,RAIL,UK,2005-01-01,11.3 
PC,RAIL,UK,2006-01-01,11.3 
PC,RAIL,UK,2007-01-01,10.7 
PC,RAIL,UK,2008-01-01,11.2 
PC,RAIL,UK,2009-01-01,11.7 
PC,RAIL,UK,2010-01-01,10.9 
PC,RAIL,UK,2011-01-01,11.7 
PC,RAIL,UK,2012-01-01,11.6 
PC,RAIL,UK,2013-01-01,12.8 
PC,RAIL,UK,2014-01-01,12.9 
PC,RAIL,UK,2015-01-01,10.4 
PC,RAIL,UK,2016-01-01,8.4 
PC,RAIL_IWW_AVD,AT,2005-01-01,39.0 
PC,RAIL_IWW_AVD,AT,2006-01-01,39.2 
PC,RAIL_IWW_AVD,AT,2007-01-01,38.3 
PC,RAIL_IWW_AVD,AT,2008-01-01,37.1 
PC,RAIL_IWW_AVD,AT,2009-01-01,35.6 
PC,RAIL_IWW_AVD,AT,2010-01-01,37.0 
PC,RAIL_IWW_AVD,AT,2011-01-01,36.5 
PC,RAIL_IWW_AVD,AT,2012-01-01,36.3 
PC,RAIL_IWW_AVD,AT,2013-01-01,35.9 
PC,RAIL_IWW_AVD,AT,2014-01-01,36.4 
PC,RAIL_IWW_AVD,AT,2015-01-01,35.0 
PC,RAIL_IWW_AVD,AT,2016-01-01,34.5 
PC,RAIL_IWW_AVD,BE,2005-01-01,26.2 e
PC,RAIL_IWW_AVD,BE,2006-01-01,27.2 e
PC,RAIL_IWW_AVD,BE,2007-01-01,27.1 
PC,RAIL_IWW_AVD,BE,2008-01-01,27.3 
PC,RAIL_IWW_AVD,BE,2009-01-01,23.3 
PC,RAIL_IWW_AVD,BE,2010-01-01,26.6 
PC,RAIL_IWW_AVD,BE,2011-01-01,27.0 
PC,RAIL_IWW_AVD,BE,2012-01-01,27.8 e
PC,RAIL_IWW_AVD,BE,2013-01-01,26.9 e
PC,RAIL_IWW_AVD,BE,2014-01-01,27.0 e
PC,RAIL_IWW_AVD,BE,2015-01-01,27.8 e
PC,RAIL_IWW_AVD,BE,2016-01-01,26.9 e
PC,RAIL_IWW_AVD,BG,2005-01-01,49.8 e
PC,RAIL_IWW_AVD,BG,2006-01-01,50.5 e
PC,RAIL_IWW_AVD,BG,2007-01-01,51.9 e
PC,RAIL_IWW_AVD,BG,2008-01-01,51.8 e
PC,RAIL_IWW_AVD,BG,2009-01-01,49.5 
PC,RAIL_IWW_AVD,BG,2010-01-01,50.6 
PC,RAIL_IWW_AVD,BG,2011-01-01,43.9 
PC,RAIL_IWW_AVD,BG,2012-01-01,47.1 
PC,RAIL_IWW_AVD,BG,2013-01-01,44.0 
PC,RAIL_IWW_AVD,BG,2014-01-01,45.2 
PC,RAIL_IWW_AVD,BG,2015-01-01,45.3 
PC,RAIL_IWW_AVD,BG,2016-01-01,44.3 
PC,RAIL_IWW_AVD,CH,2005-01-01,33.7 e
PC,RAIL_IWW_AVD,CH,2006-01-01,34.9 e
PC,RAIL_IWW_AVD,CH,2007-01-01,35.2 e
PC,RAIL_IWW_AVD,CH,2008-01-01,35.5 
PC,RAIL_IWW_AVD,CH,2009-01-01,33.6 
PC,RAIL_IWW_AVD,CH,2010-01-01,33.9 
PC,RAIL_IWW_AVD,CH,2011-01-01,35.3 
PC,RAIL_IWW_AVD,CH,2012-01-01,34.7 
PC,RAIL_IWW_AVD,CH,2013-01-01,36.2 
PC,RAIL_IWW_AVD,CH,2014-01-01,36.2 
PC,RAIL_IWW_AVD,CH,2015-01-01,38.0 
PC,RAIL_IWW_AVD,CH,2016-01-01,37.5 
PC,RAIL_IWW_AVD,CY,2005-01-01,: z
PC,RAIL_IWW_AVD,CY,2006-01-01,: z
PC,RAIL_IWW_AVD,CY,2007-01-01,: z
PC,RAIL_IWW_AVD,CY,2008-01-01,: z
PC,RAIL_IWW_AVD,CY,2009-01-01,: z
PC,RAIL_IWW_AVD,CY,2010-01-01,: z
PC,RAIL_IWW_AVD,CY,2011-01-01,: z
PC,RAIL_IWW_AVD,CY,2012-01-01,: z
PC,RAIL_IWW_AVD,CY,2013-01-01,: z
PC,RAIL_IWW_AVD,CY,2014-01-01,: z
PC,RAIL_IWW_AVD,CY,2015-01-01,: z
PC,RAIL_IWW_AVD,CY,2016-01-01,: z
PC,RAIL_IWW_AVD,CZ,2005-01-01,31.6 
PC,RAIL_IWW_AVD,CZ,2006-01-01,32.0 
PC,RAIL_IWW_AVD,CZ,2007-01-01,32.5 
PC,RAIL_IWW_AVD,CZ,2008-01-01,32.2 
PC,RAIL_IWW_AVD,CZ,2009-01-01,30.6 
PC,RAIL_IWW_AVD,CZ,2010-01-01,30.2 
PC,RAIL_IWW_AVD,CZ,2011-01-01,30.2 
PC,RAIL_IWW_AVD,CZ,2012-01-01,30.6 
PC,RAIL_IWW_AVD,CZ,2013-01-01,28.3 
PC,RAIL_IWW_AVD,CZ,2014-01-01,28.3 
PC,RAIL_IWW_AVD,CZ,2015-01-01,26.5 
PC,RAIL_IWW_AVD,CZ,2016-01-01,26.5 
PC,RAIL_IWW_AVD,DE,2005-01-01,30.1 
PC,RAIL_IWW_AVD,DE,2006-01-01,30.2 
PC,RAIL_IWW_AVD,DE,2007-01-01,30.3 
PC,RAIL_IWW_AVD,DE,2008-01-01,30.0 
PC,RAIL_IWW_AVD,DE,2009-01-01,28.2 
PC,RAIL_IWW_AVD,DE,2010-01-01,29.5 
PC,RAIL_IWW_AVD,DE,2011-01-01,28.7 
PC,RAIL_IWW_AVD,DE,2012-01-01,29.2 
PC,RAIL_IWW_AVD,DE,2013-01-01,29.3 
PC,RAIL_IWW_AVD,DE,2014-01-01,28.7 
PC,RAIL_IWW_AVD,DE,2015-01-01,28.7 
PC,RAIL_IWW_AVD,DE,2016-01-01,27.6 
PC,RAIL_IWW_AVD,DK,2005-01-01,10.5 
PC,RAIL_IWW_AVD,DK,2006-01-01,9.7 
PC,RAIL_IWW_AVD,DK,2007-01-01,8.8 
PC,RAIL_IWW_AVD,DK,2008-01-01,9.0 
PC,RAIL_IWW_AVD,DK,2009-01-01,9.1 
PC,RAIL_IWW_AVD,DK,2010-01-01,11.5 
PC,RAIL_IWW_AVD,DK,2011-01-01,12.4 
PC,RAIL_IWW_AVD,DK,2012-01-01,10.9 
PC,RAIL_IWW_AVD,DK,2013-01-01,11.3 
PC,RAIL_IWW_AVD,DK,2014-01-01,11.2 
PC,RAIL_IWW_AVD,DK,2015-01-01,12.2 
PC,RAIL_IWW_AVD,DK,2016-01-01,11.1 
PC,RAIL_IWW_AVD,EE,2005-01-01,79.9 
PC,RAIL_IWW_AVD,EE,2006-01-01,78.4 
PC,RAIL_IWW_AVD,EE,2007-01-01,74.2 
PC,RAIL_IWW_AVD,EE,2008-01-01,68.2 
PC,RAIL_IWW_AVD,EE,2009-01-01,74.1 
PC,RAIL_IWW_AVD,EE,2010-01-01,75.4 
PC,RAIL_IWW_AVD,EE,2011-01-01,71.7 
PC,RAIL_IWW_AVD,EE,2012-01-01,67.0 
PC,RAIL_IWW_AVD,EE,2013-01-01,63.7 
PC,RAIL_IWW_AVD,EE,2014-01-01,55.2 
PC,RAIL_IWW_AVD,EE,2015-01-01,52.4 
PC,RAIL_IWW_AVD,EE,2016-01-01,42.9 
PC,RAIL_IWW_AVD,EL,2005-01-01,2.7 
PC,RAIL_IWW_AVD,EL,2006-01-01,2.2 
PC,RAIL_IWW_AVD,EL,2007-01-01,3.3 
PC,RAIL_IWW_AVD,EL,2008-01-01,2.9 
PC,RAIL_IWW_AVD,EL,2009-01-01,2.1 
PC,RAIL_IWW_AVD,EL,2010-01-01,2.2 
PC,RAIL_IWW_AVD,EL,2011-01-01,1.8 
PC,RAIL_IWW_AVD,EL,2012-01-01,1.5 
PC,RAIL_IWW_AVD,EL,2013-01-01,1.4 
PC,RAIL_IWW_AVD,EL,2014-01-01,1.8 
PC,RAIL_IWW_AVD,EL,2015-01-01,1.6 
PC,RAIL_IWW_AVD,EL,2016-01-01,1.3 
PC,RAIL_IWW_AVD,ES,2005-01-01,5.2 
PC,RAIL_IWW_AVD,ES,2006-01-01,5.0 
PC,RAIL_IWW_AVD,ES,2007-01-01,4.5 
PC,RAIL_IWW_AVD,ES,2008-01-01,4.8 
PC,RAIL_IWW_AVD,ES,2009-01-01,4.0 
PC,RAIL_IWW_AVD,ES,2010-01-01,4.6 
PC,RAIL_IWW_AVD,ES,2011-01-01,5.0 
PC,RAIL_IWW_AVD,ES,2012-01-01,5.3 
PC,RAIL_IWW_AVD,ES,2013-01-01,5.3 
PC,RAIL_IWW_AVD,ES,2014-01-01,5.9 
PC,RAIL_IWW_AVD,ES,2015-01-01,5.8 
PC,RAIL_IWW_AVD,ES,2016-01-01,5.4 
PC,RAIL_IWW_AVD,EU28,2005-01-01,24.4 e
PC,RAIL_IWW_AVD,EU28,2006-01-01,24.5 e
PC,RAIL_IWW_AVD,EU28,2007-01-01,24.5 e
PC,RAIL_IWW_AVD,EU28,2008-01-01,24.5 e
PC,RAIL_IWW_AVD,EU28,2009-01-01,23.0 
PC,RAIL_IWW_AVD,EU28,2010-01-01,24.3 
PC,RAIL_IWW_AVD,EU28,2011-01-01,24.9 
PC,RAIL_IWW_AVD,EU28,2012-01-01,25.3 e
PC,RAIL_IWW_AVD,EU28,2013-01-01,25.1 e
PC,RAIL_IWW_AVD,EU28,2014-01-01,25.1 e
PC,RAIL_IWW_AVD,EU28,2015-01-01,24.7 e
PC,RAIL_IWW_AVD,EU28,2016-01-01,23.6 e
PC,RAIL_IWW_AVD,FI,2005-01-01,25.4 
PC,RAIL_IWW_AVD,FI,2006-01-01,29.6 
PC,RAIL_IWW_AVD,FI,2007-01-01,28.0 
PC,RAIL_IWW_AVD,FI,2008-01-01,27.4 
PC,RAIL_IWW_AVD,FI,2009-01-01,26.0 
PC,RAIL_IWW_AVD,FI,2010-01-01,27.1 
PC,RAIL_IWW_AVD,FI,2011-01-01,27.8 
PC,RAIL_IWW_AVD,FI,2012-01-01,29.0 
PC,RAIL_IWW_AVD,FI,2013-01-01,30.5 
PC,RAIL_IWW_AVD,FI,2014-01-01,31.2 
PC,RAIL_IWW_AVD,FI,2015-01-01,27.4 
PC,RAIL_IWW_AVD,FI,2016-01-01,27.1 
PC,RAIL_IWW_AVD,FR,2005-01-01,14.4 
PC,RAIL_IWW_AVD,FR,2006-01-01,14.2 
PC,RAIL_IWW_AVD,FR,2007-01-01,14.1 
PC,RAIL_IWW_AVD,FR,2008-01-01,14.1 
PC,RAIL_IWW_AVD,FR,2009-01-01,13.5 
PC,RAIL_IWW_AVD,FR,2010-01-01,12.5 
PC,RAIL_IWW_AVD,FR,2011-01-01,13.7 
PC,RAIL_IWW_AVD,FR,2012-01-01,13.8 
PC,RAIL_IWW_AVD,FR,2013-01-01,13.6 
PC,RAIL_IWW_AVD,FR,2014-01-01,13.7 
PC,RAIL_IWW_AVD,FR,2015-01-01,14.6 
PC,RAIL_IWW_AVD,FR,2016-01-01,13.7 
PC,RAIL_IWW_AVD,HR,2005-01-01,26.1 e
PC,RAIL_IWW_AVD,HR,2006-01-01,27.7 e
PC,RAIL_IWW_AVD,HR,2007-01-01,28.8 e
PC,RAIL_IWW_AVD,HR,2008-01-01,28.6 
PC,RAIL_IWW_AVD,HR,2009-01-01,28.4 
PC,RAIL_IWW_AVD,HR,2010-01-01,31.0 
PC,RAIL_IWW_AVD,HR,2011-01-01,28.8 
PC,RAIL_IWW_AVD,HR,2012-01-01,29.5 
PC,RAIL_IWW_AVD,HR,2013-01-01,27.0 
PC,RAIL_IWW_AVD,HR,2014-01-01,27.3 
PC,RAIL_IWW_AVD,HR,2015-01-01,27.2 
PC,RAIL_IWW_AVD,HR,2016-01-01,24.5 e
PC,RAIL_IWW_AVD,HU,2005-01-01,33.5 
PC,RAIL_IWW_AVD,HU,2006-01-01,33.3 
PC,RAIL_IWW_AVD,HU,2007-01-01,31.9 
PC,RAIL_IWW_AVD,HU,2008-01-01,30.8 
PC,RAIL_IWW_AVD,HU,2009-01-01,29.8 
PC,RAIL_IWW_AVD,HU,2010-01-01,34.5 
PC,RAIL_IWW_AVD,HU,2011-01-01,34.2 
PC,RAIL_IWW_AVD,HU,2012-01-01,36.2 
PC,RAIL_IWW_AVD,HU,2013-01-01,36.7 
PC,RAIL_IWW_AVD,HU,2014-01-01,36.6 
PC,RAIL_IWW_AVD,HU,2015-01-01,34.9 
PC,RAIL_IWW_AVD,HU,2016-01-01,33.8 
PC,RAIL_IWW_AVD,IE,2005-01-01,1.9 
PC,RAIL_IWW_AVD,IE,2006-01-01,1.3 
PC,RAIL_IWW_AVD,IE,2007-01-01,0.8 
PC,RAIL_IWW_AVD,IE,2008-01-01,0.7 
PC,RAIL_IWW_AVD,IE,2009-01-01,0.8 
PC,RAIL_IWW_AVD,IE,2010-01-01,0.9 
PC,RAIL_IWW_AVD,IE,2011-01-01,1.2 
PC,RAIL_IWW_AVD,IE,2012-01-01,1.0 
PC,RAIL_IWW_AVD,IE,2013-01-01,1.1 
PC,RAIL_IWW_AVD,IE,2014-01-01,1.1 
PC,RAIL_IWW_AVD,IE,2015-01-01,1.0 
PC,RAIL_IWW_AVD,IE,2016-01-01,0.9 
PC,RAIL_IWW_AVD,IT,2005-01-01,10.1 
PC,RAIL_IWW_AVD,IT,2006-01-01,11.3 
PC,RAIL_IWW_AVD,IT,2007-01-01,12.0 
PC,RAIL_IWW_AVD,IT,2008-01-01,11.3 
PC,RAIL_IWW_AVD,IT,2009-01-01,9.2 
PC,RAIL_IWW_AVD,IT,2010-01-01,9.3 
PC,RAIL_IWW_AVD,IT,2011-01-01,11.2 
PC,RAIL_IWW_AVD,IT,2012-01-01,12.7 
PC,RAIL_IWW_AVD,IT,2013-01-01,11.9 
PC,RAIL_IWW_AVD,IT,2014-01-01,13.2 
PC,RAIL_IWW_AVD,IT,2015-01-01,13.5 
PC,RAIL_IWW_AVD,IT,2016-01-01,14.5 
PC,RAIL_IWW_AVD,LT,2005-01-01,74.1 
PC,RAIL_IWW_AVD,LT,2006-01-01,71.8 
PC,RAIL_IWW_AVD,LT,2007-01-01,71.1 
PC,RAIL_IWW_AVD,LT,2008-01-01,73.0 
PC,RAIL_IWW_AVD,LT,2009-01-01,70.4 
PC,RAIL_IWW_AVD,LT,2010-01-01,72.8 
PC,RAIL_IWW_AVD,LT,2011-01-01,73.7 
PC,RAIL_IWW_AVD,LT,2012-01-01,70.3 
PC,RAIL_IWW_AVD,LT,2013-01-01,66.6 
PC,RAIL_IWW_AVD,LT,2014-01-01,68.1 
PC,RAIL_IWW_AVD,LT,2015-01-01,65.9 
PC,RAIL_IWW_AVD,LT,2016-01-01,65.0 
PC,RAIL_IWW_AVD,LU,2005-01-01,28.1 
PC,RAIL_IWW_AVD,LU,2006-01-01,30.2 
PC,RAIL_IWW_AVD,LU,2007-01-01,31.5 
PC,RAIL_IWW_AVD,LU,2008-01-01,22.9 
PC,RAIL_IWW_AVD,LU,2009-01-01,19.6 
PC,RAIL_IWW_AVD,LU,2010-01-01,24.5 
PC,RAIL_IWW_AVD,LU,2011-01-01,21.6 
PC,RAIL_IWW_AVD,LU,2012-01-01,16.0 
PC,RAIL_IWW_AVD,LU,2013-01-01,17.8 
PC,RAIL_IWW_AVD,LU,2014-01-01,14.5 
PC,RAIL_IWW_AVD,LU,2015-01-01,14.6 
PC,RAIL_IWW_AVD,LU,2016-01-01,12.1 
PC,RAIL_IWW_AVD,LV,2005-01-01,84.1 
PC,RAIL_IWW_AVD,LV,2006-01-01,81.0 
PC,RAIL_IWW_AVD,LV,2007-01-01,80.6 
PC,RAIL_IWW_AVD,LV,2008-01-01,83.4 
PC,RAIL_IWW_AVD,LV,2009-01-01,85.4 
PC,RAIL_IWW_AVD,LV,2010-01-01,82.1 
PC,RAIL_IWW_AVD,LV,2011-01-01,84.2 
PC,RAIL_IWW_AVD,LV,2012-01-01,84.1 
PC,RAIL_IWW_AVD,LV,2013-01-01,81.2 
PC,RAIL_IWW_AVD,LV,2014-01-01,81.2 
PC,RAIL_IWW_AVD,LV,2015-01-01,79.8 
PC,RAIL_IWW_AVD,LV,2016-01-01,76.6 
PC,RAIL_IWW_AVD,MT,2005-01-01,: z
PC,RAIL_IWW_AVD,MT,2006-01-01,: z
PC,RAIL_IWW_AVD,MT,2007-01-01,: z
PC,RAIL_IWW_AVD,MT,2008-01-01,: z
PC,RAIL_IWW_AVD,MT,2009-01-01,: z
PC,RAIL_IWW_AVD,MT,2010-01-01,: z
PC,RAIL_IWW_AVD,MT,2011-01-01,: z
PC,RAIL_IWW_AVD,MT,2012-01-01,: z
PC,RAIL_IWW_AVD,MT,2013-01-01,: z
PC,RAIL_IWW_AVD,MT,2014-01-01,: z
PC,RAIL_IWW_AVD,MT,2015-01-01,: z
PC,RAIL_IWW_AVD,MT,2016-01-01,: z
PC,RAIL_IWW_AVD,NL,2005-01-01,49.2 
PC,RAIL_IWW_AVD,NL,2006-01-01,49.3 
PC,RAIL_IWW_AVD,NL,2007-01-01,51.8 
PC,RAIL_IWW_AVD,NL,2008-01-01,50.9 
PC,RAIL_IWW_AVD,NL,2009-01-01,47.0 
PC,RAIL_IWW_AVD,NL,2010-01-01,51.6 
PC,RAIL_IWW_AVD,NL,2011-01-01,51.8 
PC,RAIL_IWW_AVD,NL,2012-01-01,53.3 
PC,RAIL_IWW_AVD,NL,2013-01-01,51.8 
PC,RAIL_IWW_AVD,NL,2014-01-01,51.8 
PC,RAIL_IWW_AVD,NL,2015-01-01,52.0 
PC,RAIL_IWW_AVD,NL,2016-01-01,50.6 
PC,RAIL_IWW_AVD,NO,2005-01-01,15.7 
PC,RAIL_IWW_AVD,NO,2006-01-01,15.8 
PC,RAIL_IWW_AVD,NO,2007-01-01,16.4 
PC,RAIL_IWW_AVD,NO,2008-01-01,15.6 
PC,RAIL_IWW_AVD,NO,2009-01-01,16.4 
PC,RAIL_IWW_AVD,NO,2010-01-01,15.4 
PC,RAIL_IWW_AVD,NO,2011-01-01,15.8 
PC,RAIL_IWW_AVD,NO,2012-01-01,14.8 
PC,RAIL_IWW_AVD,NO,2013-01-01,13.3 
PC,RAIL_IWW_AVD,NO,2014-01-01,13.7 
PC,RAIL_IWW_AVD,NO,2015-01-01,12.9 
PC,RAIL_IWW_AVD,NO,2016-01-01,13.0 
PC,RAIL_IWW_AVD,PL,2005-01-01,36.7 
PC,RAIL_IWW_AVD,PL,2006-01-01,37.2 
PC,RAIL_IWW_AVD,PL,2007-01-01,36.4 
PC,RAIL_IWW_AVD,PL,2008-01-01,34.0 
PC,RAIL_IWW_AVD,PL,2009-01-01,28.9 
PC,RAIL_IWW_AVD,PL,2010-01-01,29.6 
PC,RAIL_IWW_AVD,PL,2011-01-01,30.0 
PC,RAIL_IWW_AVD,PL,2012-01-01,27.7 
PC,RAIL_IWW_AVD,PL,2013-01-01,26.5 
PC,RAIL_IWW_AVD,PL,2014-01-01,26.6 
PC,RAIL_IWW_AVD,PL,2015-01-01,25.6 
PC,RAIL_IWW_AVD,PL,2016-01-01,24.8 
PC,RAIL_IWW_AVD,PT,2005-01-01,9.2 
PC,RAIL_IWW_AVD,PT,2006-01-01,9.1 
PC,RAIL_IWW_AVD,PT,2007-01-01,9.1 
PC,RAIL_IWW_AVD,PT,2008-01-01,9.7 
PC,RAIL_IWW_AVD,PT,2009-01-01,9.4 
PC,RAIL_IWW_AVD,PT,2010-01-01,10.9 
PC,RAIL_IWW_AVD,PT,2011-01-01,10.9 
PC,RAIL_IWW_AVD,PT,2012-01-01,12.8 
PC,RAIL_IWW_AVD,PT,2013-01-01,12.7 
PC,RAIL_IWW_AVD,PT,2014-01-01,12.8 
PC,RAIL_IWW_AVD,PT,2015-01-01,14.1 
PC,RAIL_IWW_AVD,PT,2016-01-01,14.5 
PC,RAIL_IWW_AVD,RO,2005-01-01,48.4 e
PC,RAIL_IWW_AVD,RO,2006-01-01,47.5 e
PC,RAIL_IWW_AVD,RO,2007-01-01,46.5 e
PC,RAIL_IWW_AVD,RO,2008-01-01,48.6 e
PC,RAIL_IWW_AVD,RO,2009-01-01,47.6 
PC,RAIL_IWW_AVD,RO,2010-01-01,63.1 
PC,RAIL_IWW_AVD,RO,2011-01-01,62.9 
PC,RAIL_IWW_AVD,RO,2012-01-01,60.6 
PC,RAIL_IWW_AVD,RO,2013-01-01,59.7 
PC,RAIL_IWW_AVD,RO,2014-01-01,59.2 
PC,RAIL_IWW_AVD,RO,2015-01-01,62.0 
PC,RAIL_IWW_AVD,RO,2016-01-01,59.7 
PC,RAIL_IWW_AVD,SE,2005-01-01,32.5 
PC,RAIL_IWW_AVD,SE,2006-01-01,32.3 
PC,RAIL_IWW_AVD,SE,2007-01-01,32.7 
PC,RAIL_IWW_AVD,SE,2008-01-01,31.9 
PC,RAIL_IWW_AVD,SE,2009-01-01,33.3 
PC,RAIL_IWW_AVD,SE,2010-01-01,35.6 
PC,RAIL_IWW_AVD,SE,2011-01-01,34.8 
PC,RAIL_IWW_AVD,SE,2012-01-01,35.8 
PC,RAIL_IWW_AVD,SE,2013-01-01,33.7 
PC,RAIL_IWW_AVD,SE,2014-01-01,30.4 
PC,RAIL_IWW_AVD,SE,2015-01-01,29.6 
PC,RAIL_IWW_AVD,SE,2016-01-01,29.5 
PC,RAIL_IWW_AVD,SI,2005-01-01,30.8 
PC,RAIL_IWW_AVD,SI,2006-01-01,29.6 
PC,RAIL_IWW_AVD,SI,2007-01-01,29.9 
PC,RAIL_IWW_AVD,SI,2008-01-01,29.4 
PC,RAIL_IWW_AVD,SI,2009-01-01,27.8 
PC,RAIL_IWW_AVD,SI,2010-01-01,31.9 
PC,RAIL_IWW_AVD,SI,2011-01-01,34.0 
PC,RAIL_IWW_AVD,SI,2012-01-01,32.8 
PC,RAIL_IWW_AVD,SI,2013-01-01,34.7 
PC,RAIL_IWW_AVD,SI,2014-01-01,36.0 
PC,RAIL_IWW_AVD,SI,2015-01-01,35.0 
PC,RAIL_IWW_AVD,SI,2016-01-01,33.3 
PC,RAIL_IWW_AVD,SK,2005-01-01,47.6 
PC,RAIL_IWW_AVD,SK,2006-01-01,49.3 
PC,RAIL_IWW_AVD,SK,2007-01-01,46.7 
PC,RAIL_IWW_AVD,SK,2008-01-01,45.1 
PC,RAIL_IWW_AVD,SK,2009-01-01,40.4 
PC,RAIL_IWW_AVD,SK,2010-01-01,44.1 
PC,RAIL_IWW_AVD,SK,2011-01-01,42.7 
PC,RAIL_IWW_AVD,SK,2012-01-01,41.3 
PC,RAIL_IWW_AVD,SK,2013-01-01,43.6 
PC,RAIL_IWW_AVD,SK,2014-01-01,42.9 
PC,RAIL_IWW_AVD,SK,2015-01-01,39.9 
PC,RAIL_IWW_AVD,SK,2016-01-01,38.3 
PC,RAIL_IWW_AVD,UK,2005-01-01,11.4 
PC,RAIL_IWW_AVD,UK,2006-01-01,11.4 
PC,RAIL_IWW_AVD,UK,2007-01-01,10.7 
PC,RAIL_IWW_AVD,UK,2008-01-01,11.2 
PC,RAIL_IWW_AVD,UK,2009-01-01,11.8 
PC,RAIL_IWW_AVD,UK,2010-01-01,11.0 
PC,RAIL_IWW_AVD,UK,2011-01-01,11.8 
PC,RAIL_IWW_AVD,UK,2012-01-01,11.7 
PC,RAIL_IWW_AVD,UK,2013-01-01,12.9 
PC,RAIL_IWW_AVD,UK,2014-01-01,13.0 
PC,RAIL_IWW_AVD,UK,2015-01-01,10.5 
PC,RAIL_IWW_AVD,UK,2016-01-01,8.5 
PC,ROAD,AT,2005-01-01,61 
