s_adj,bop_item,sector10,sectpart,stk_flow,partner,unit,geotime,date,value
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,1999-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2000-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2000-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2000-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2000-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2001-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2001-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2001-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2001-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2002-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2002-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2002-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2002-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2003-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2003-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2003-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2003-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2004-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2004-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2004-07-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2004-10-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2005-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2005-04-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2005-07-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2005-10-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2006-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2006-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2006-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2006-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2007-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2007-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2007-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2007-10-01,7
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2008-01-01,2
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2008-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2008-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2008-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2009-01-01,2
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2009-04-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2009-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2009-10-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2010-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2010-04-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2010-07-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2010-10-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2011-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2011-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2011-07-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2011-10-01,2
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2012-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2012-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2012-07-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2012-10-01,2
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2013-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2013-04-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2013-07-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2013-10-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2014-01-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2014-04-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2014-07-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2014-10-01,3
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2015-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2015-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2015-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2015-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2016-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2016-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2016-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2016-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2017-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2017-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2017-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2017-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2018-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG,2018-04-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1995-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1995-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1995-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1995-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1996-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1996-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1996-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1996-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1997-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1997-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1997-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1997-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1998-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1998-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1998-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1998-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1999-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1999-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1999-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,1999-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2000-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2000-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2000-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2000-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2001-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2001-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2001-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2001-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2002-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2002-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2002-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2002-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2003-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2003-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2003-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2003-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2004-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2004-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2004-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2004-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2005-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2005-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2005-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2005-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2006-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2006-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2006-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2006-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2007-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2007-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2007-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2007-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2008-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2008-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2008-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2008-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2009-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2009-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2009-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2009-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2010-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2010-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2010-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2010-10-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2011-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2011-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2011-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2011-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2012-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2012-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2012-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2012-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2013-01-01,4
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2013-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2013-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2013-10-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2014-01-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2014-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2014-07-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2014-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2015-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2015-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2015-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2015-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2016-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2016-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2016-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2016-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2017-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2017-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2017-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2017-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2018-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY,2018-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1995-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1995-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1995-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1995-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1996-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1996-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1996-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1996-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1997-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1997-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1997-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1997-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1998-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1998-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1998-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1998-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1999-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1999-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1999-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,1999-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2000-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2000-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2000-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2000-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2001-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2001-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2001-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2001-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2002-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2002-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2002-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2002-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2003-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2003-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2003-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2003-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2004-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2004-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2004-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2004-10-01,2
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2005-01-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2005-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2005-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2005-10-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2006-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2006-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2006-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2006-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2007-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2007-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2007-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2007-10-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2008-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2008-04-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2008-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2008-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2009-01-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2009-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2009-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2009-10-01,2
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2010-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2010-04-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2010-07-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2010-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2011-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2011-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2011-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2011-10-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2012-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2012-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2012-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2012-10-01,4
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2013-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2013-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2013-07-01,5
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2013-10-01,2
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2014-01-01,2
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2014-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2014-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2014-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2015-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2015-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2015-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2015-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2016-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2016-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2016-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2016-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2017-01-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2017-04-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2017-07-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2017-10-01,
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2018-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ,2018-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1995-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1995-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1995-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1995-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1996-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1996-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1996-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1996-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1997-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1997-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1997-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1997-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1998-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1998-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1998-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1998-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1999-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1999-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1999-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,1999-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2000-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2000-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2000-07-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2000-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2001-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2001-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2001-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2001-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2002-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2002-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2002-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2002-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2003-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2003-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2003-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2003-10-01,1
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2004-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2004-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2004-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2004-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2005-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2005-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2005-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2005-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2006-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2006-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2006-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2006-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2007-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2007-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2007-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2007-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2008-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2008-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2008-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2008-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2009-01-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2009-04-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2009-07-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2009-10-01,0
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE,2010-01-01,0
