indic_em,age,sex,unit,geotime,date,value
LTU,Y15-74,M,PC_ACT,NO,2006-01-01,0
LTU,Y15-74,M,PC_ACT,NO,2007-01-01,0
LTU,Y15-74,M,PC_ACT,NO,2008-01-01,0
LTU,Y15-74,M,PC_ACT,NO,2009-01-01,0
LTU,Y15-74,M,PC_ACT,NO,2010-01-01,0
LTU,Y15-74,M,PC_ACT,NO,2011-01-01,0
LTU,Y15-74,M,PC_ACT,NO,2012-01-01,0
LTU,Y15-74,M,PC_ACT,NO,2013-01-01,0
LTU,Y15-74,M,PC_ACT,NO,2014-01-01,0
LTU,Y15-74,M,PC_ACT,NO,2015-01-01,1
LTU,Y15-74,M,PC_ACT,NO,2016-01-01,1
LTU,Y15-74,M,PC_ACT,NO,2017-01-01,1
LTU,Y15-74,M,PC_ACT,PL,2005-01-01,9
LTU,Y15-74,M,PC_ACT,PL,2006-01-01,7
LTU,Y15-74,M,PC_ACT,PL,2007-01-01,4
LTU,Y15-74,M,PC_ACT,PL,2008-01-01,2
LTU,Y15-74,M,PC_ACT,PL,2009-01-01,2
LTU,Y15-74,M,PC_ACT,PL,2010-01-01,2
LTU,Y15-74,M,PC_ACT,PL,2011-01-01,3
LTU,Y15-74,M,PC_ACT,PL,2012-01-01,3
LTU,Y15-74,M,PC_ACT,PL,2013-01-01,4
LTU,Y15-74,M,PC_ACT,PL,2014-01-01,3
LTU,Y15-74,M,PC_ACT,PL,2015-01-01,2
LTU,Y15-74,M,PC_ACT,PL,2016-01-01,2
LTU,Y15-74,M,PC_ACT,PL,2017-01-01,1
LTU,Y15-74,M,PC_ACT,PT,2005-01-01,3
LTU,Y15-74,M,PC_ACT,PT,2006-01-01,3
LTU,Y15-74,M,PC_ACT,PT,2007-01-01,3
LTU,Y15-74,M,PC_ACT,PT,2008-01-01,3
LTU,Y15-74,M,PC_ACT,PT,2009-01-01,3
LTU,Y15-74,M,PC_ACT,PT,2010-01-01,5
LTU,Y15-74,M,PC_ACT,PT,2011-01-01,6
LTU,Y15-74,M,PC_ACT,PT,2012-01-01,7
LTU,Y15-74,M,PC_ACT,PT,2013-01-01,9
LTU,Y15-74,M,PC_ACT,PT,2014-01-01,8
LTU,Y15-74,M,PC_ACT,PT,2015-01-01,7
LTU,Y15-74,M,PC_ACT,PT,2016-01-01,6
LTU,Y15-74,M,PC_ACT,PT,2017-01-01,4
LTU,Y15-74,M,PC_ACT,RO,2005-01-01,4
LTU,Y15-74,M,PC_ACT,RO,2006-01-01,4
LTU,Y15-74,M,PC_ACT,RO,2007-01-01,3
LTU,Y15-74,M,PC_ACT,RO,2008-01-01,2
LTU,Y15-74,M,PC_ACT,RO,2009-01-01,2
LTU,Y15-74,M,PC_ACT,RO,2010-01-01,2
LTU,Y15-74,M,PC_ACT,RO,2011-01-01,3
LTU,Y15-74,M,PC_ACT,RO,2012-01-01,3
LTU,Y15-74,M,PC_ACT,RO,2013-01-01,3
LTU,Y15-74,M,PC_ACT,RO,2014-01-01,3
LTU,Y15-74,M,PC_ACT,RO,2015-01-01,3
LTU,Y15-74,M,PC_ACT,RO,2016-01-01,3
LTU,Y15-74,M,PC_ACT,RO,2017-01-01,2
LTU,Y15-74,M,PC_ACT,SE,2005-01-01,
LTU,Y15-74,M,PC_ACT,SE,2006-01-01,
LTU,Y15-74,M,PC_ACT,SE,2007-01-01,0
LTU,Y15-74,M,PC_ACT,SE,2008-01-01,0
LTU,Y15-74,M,PC_ACT,SE,2009-01-01,1
LTU,Y15-74,M,PC_ACT,SE,2010-01-01,1
LTU,Y15-74,M,PC_ACT,SE,2011-01-01,1
LTU,Y15-74,M,PC_ACT,SE,2012-01-01,1
LTU,Y15-74,M,PC_ACT,SE,2013-01-01,1
LTU,Y15-74,M,PC_ACT,SE,2014-01-01,1
LTU,Y15-74,M,PC_ACT,SE,2015-01-01,1
LTU,Y15-74,M,PC_ACT,SE,2016-01-01,1
LTU,Y15-74,M,PC_ACT,SE,2017-01-01,1
LTU,Y15-74,M,PC_ACT,SI,2005-01-01,2
LTU,Y15-74,M,PC_ACT,SI,2006-01-01,2
LTU,Y15-74,M,PC_ACT,SI,2007-01-01,1
LTU,Y15-74,M,PC_ACT,SI,2008-01-01,1
LTU,Y15-74,M,PC_ACT,SI,2009-01-01,1
LTU,Y15-74,M,PC_ACT,SI,2010-01-01,3
LTU,Y15-74,M,PC_ACT,SI,2011-01-01,3
LTU,Y15-74,M,PC_ACT,SI,2012-01-01,4
LTU,Y15-74,M,PC_ACT,SI,2013-01-01,4
LTU,Y15-74,M,PC_ACT,SI,2014-01-01,4
LTU,Y15-74,M,PC_ACT,SI,2015-01-01,4
LTU,Y15-74,M,PC_ACT,SI,2016-01-01,4
LTU,Y15-74,M,PC_ACT,SI,2017-01-01,3
LTU,Y15-74,M,PC_ACT,SK,2005-01-01,11
LTU,Y15-74,M,PC_ACT,SK,2006-01-01,9
LTU,Y15-74,M,PC_ACT,SK,2007-01-01,7
LTU,Y15-74,M,PC_ACT,SK,2008-01-01,5
LTU,Y15-74,M,PC_ACT,SK,2009-01-01,5
LTU,Y15-74,M,PC_ACT,SK,2010-01-01,9
LTU,Y15-74,M,PC_ACT,SK,2011-01-01,9
LTU,Y15-74,M,PC_ACT,SK,2012-01-01,9
LTU,Y15-74,M,PC_ACT,SK,2013-01-01,10
LTU,Y15-74,M,PC_ACT,SK,2014-01-01,9
LTU,Y15-74,M,PC_ACT,SK,2015-01-01,6
LTU,Y15-74,M,PC_ACT,SK,2016-01-01,5
LTU,Y15-74,M,PC_ACT,SK,2017-01-01,5
LTU,Y15-74,M,PC_ACT,TR,2005-01-01,
LTU,Y15-74,M,PC_ACT,TR,2006-01-01,2
LTU,Y15-74,M,PC_ACT,TR,2007-01-01,2
LTU,Y15-74,M,PC_ACT,TR,2008-01-01,2
LTU,Y15-74,M,PC_ACT,TR,2009-01-01,2
LTU,Y15-74,M,PC_ACT,TR,2010-01-01,2
LTU,Y15-74,M,PC_ACT,TR,2011-01-01,1
LTU,Y15-74,M,PC_ACT,TR,2012-01-01,1
LTU,Y15-74,M,PC_ACT,TR,2013-01-01,1
LTU,Y15-74,M,PC_ACT,TR,2014-01-01,1
LTU,Y15-74,M,PC_ACT,TR,2015-01-01,1
LTU,Y15-74,M,PC_ACT,TR,2016-01-01,1
LTU,Y15-74,M,PC_ACT,TR,2017-01-01,1
LTU,Y15-74,M,PC_ACT,UK,2005-01-01,1
LTU,Y15-74,M,PC_ACT,UK,2006-01-01,1
LTU,Y15-74,M,PC_ACT,UK,2007-01-01,1
LTU,Y15-74,M,PC_ACT,UK,2008-01-01,1
LTU,Y15-74,M,PC_ACT,UK,2009-01-01,2
LTU,Y15-74,M,PC_ACT,UK,2010-01-01,3
LTU,Y15-74,M,PC_ACT,UK,2011-01-01,3
LTU,Y15-74,M,PC_ACT,UK,2012-01-01,3
LTU,Y15-74,M,PC_ACT,UK,2013-01-01,3
LTU,Y15-74,M,PC_ACT,UK,2014-01-01,2
LTU,Y15-74,M,PC_ACT,UK,2015-01-01,1
LTU,Y15-74,M,PC_ACT,UK,2016-01-01,1
LTU,Y15-74,M,PC_ACT,UK,2017-01-01,1
LTU,Y15-74,T,PC_ACT,AT,2005-01-01,1
LTU,Y15-74,T,PC_ACT,AT,2006-01-01,1
LTU,Y15-74,T,PC_ACT,AT,2007-01-01,1
LTU,Y15-74,T,PC_ACT,AT,2008-01-01,1
LTU,Y15-74,T,PC_ACT,AT,2009-01-01,1
LTU,Y15-74,T,PC_ACT,AT,2010-01-01,1
LTU,Y15-74,T,PC_ACT,AT,2011-01-01,1
LTU,Y15-74,T,PC_ACT,AT,2012-01-01,1
LTU,Y15-74,T,PC_ACT,AT,2013-01-01,1
LTU,Y15-74,T,PC_ACT,AT,2014-01-01,1
LTU,Y15-74,T,PC_ACT,AT,2015-01-01,1
LTU,Y15-74,T,PC_ACT,AT,2016-01-01,1
LTU,Y15-74,T,PC_ACT,AT,2017-01-01,1
LTU,Y15-74,T,PC_ACT,BE,2005-01-01,4
LTU,Y15-74,T,PC_ACT,BE,2006-01-01,4
LTU,Y15-74,T,PC_ACT,BE,2007-01-01,3
LTU,Y15-74,T,PC_ACT,BE,2008-01-01,3
LTU,Y15-74,T,PC_ACT,BE,2009-01-01,3
LTU,Y15-74,T,PC_ACT,BE,2010-01-01,4
LTU,Y15-74,T,PC_ACT,BE,2011-01-01,3
LTU,Y15-74,T,PC_ACT,BE,2012-01-01,3
LTU,Y15-74,T,PC_ACT,BE,2013-01-01,3
LTU,Y15-74,T,PC_ACT,BE,2014-01-01,4
LTU,Y15-74,T,PC_ACT,BE,2015-01-01,4
LTU,Y15-74,T,PC_ACT,BE,2016-01-01,4
LTU,Y15-74,T,PC_ACT,BE,2017-01-01,3
LTU,Y15-74,T,PC_ACT,BG,2005-01-01,6
LTU,Y15-74,T,PC_ACT,BG,2006-01-01,5
LTU,Y15-74,T,PC_ACT,BG,2007-01-01,4
LTU,Y15-74,T,PC_ACT,BG,2008-01-01,2
LTU,Y15-74,T,PC_ACT,BG,2009-01-01,3
LTU,Y15-74,T,PC_ACT,BG,2010-01-01,4
LTU,Y15-74,T,PC_ACT,BG,2011-01-01,6
LTU,Y15-74,T,PC_ACT,BG,2012-01-01,6
LTU,Y15-74,T,PC_ACT,BG,2013-01-01,7
LTU,Y15-74,T,PC_ACT,BG,2014-01-01,6
LTU,Y15-74,T,PC_ACT,BG,2015-01-01,5
LTU,Y15-74,T,PC_ACT,BG,2016-01-01,4
LTU,Y15-74,T,PC_ACT,BG,2017-01-01,3
LTU,Y15-74,T,PC_ACT,CH,2005-01-01,
LTU,Y15-74,T,PC_ACT,CH,2006-01-01,
LTU,Y15-74,T,PC_ACT,CH,2007-01-01,
LTU,Y15-74,T,PC_ACT,CH,2008-01-01,
LTU,Y15-74,T,PC_ACT,CH,2009-01-01,
LTU,Y15-74,T,PC_ACT,CH,2010-01-01,1
LTU,Y15-74,T,PC_ACT,CH,2011-01-01,1
LTU,Y15-74,T,PC_ACT,CH,2012-01-01,1
LTU,Y15-74,T,PC_ACT,CH,2013-01-01,1
LTU,Y15-74,T,PC_ACT,CH,2014-01-01,1
LTU,Y15-74,T,PC_ACT,CH,2015-01-01,1
LTU,Y15-74,T,PC_ACT,CH,2016-01-01,1
LTU,Y15-74,T,PC_ACT,CH,2017-01-01,1
LTU,Y15-74,T,PC_ACT,CY,2005-01-01,1
LTU,Y15-74,T,PC_ACT,CY,2006-01-01,0
LTU,Y15-74,T,PC_ACT,CY,2007-01-01,0
LTU,Y15-74,T,PC_ACT,CY,2008-01-01,0
LTU,Y15-74,T,PC_ACT,CY,2009-01-01,0
LTU,Y15-74,T,PC_ACT,CY,2010-01-01,1
LTU,Y15-74,T,PC_ACT,CY,2011-01-01,1
LTU,Y15-74,T,PC_ACT,CY,2012-01-01,3
LTU,Y15-74,T,PC_ACT,CY,2013-01-01,6
LTU,Y15-74,T,PC_ACT,CY,2014-01-01,7
LTU,Y15-74,T,PC_ACT,CY,2015-01-01,6
LTU,Y15-74,T,PC_ACT,CY,2016-01-01,5
LTU,Y15-74,T,PC_ACT,CY,2017-01-01,4
LTU,Y15-74,T,PC_ACT,CZ,2005-01-01,4
LTU,Y15-74,T,PC_ACT,CZ,2006-01-01,3
LTU,Y15-74,T,PC_ACT,CZ,2007-01-01,2
LTU,Y15-74,T,PC_ACT,CZ,2008-01-01,2
LTU,Y15-74,T,PC_ACT,CZ,2009-01-01,2
LTU,Y15-74,T,PC_ACT,CZ,2010-01-01,3
LTU,Y15-74,T,PC_ACT,CZ,2011-01-01,2
LTU,Y15-74,T,PC_ACT,CZ,2012-01-01,3
LTU,Y15-74,T,PC_ACT,CZ,2013-01-01,3
LTU,Y15-74,T,PC_ACT,CZ,2014-01-01,2
LTU,Y15-74,T,PC_ACT,CZ,2015-01-01,2
LTU,Y15-74,T,PC_ACT,CZ,2016-01-01,1
LTU,Y15-74,T,PC_ACT,CZ,2017-01-01,1
LTU,Y15-74,T,PC_ACT,DE,2005-01-01,5
LTU,Y15-74,T,PC_ACT,DE,2006-01-01,5
LTU,Y15-74,T,PC_ACT,DE,2007-01-01,4
LTU,Y15-74,T,PC_ACT,DE,2008-01-01,3
LTU,Y15-74,T,PC_ACT,DE,2009-01-01,3
LTU,Y15-74,T,PC_ACT,DE,2010-01-01,3
LTU,Y15-74,T,PC_ACT,DE,2011-01-01,2
LTU,Y15-74,T,PC_ACT,DE,2012-01-01,2
LTU,Y15-74,T,PC_ACT,DE,2013-01-01,2
LTU,Y15-74,T,PC_ACT,DE,2014-01-01,2
LTU,Y15-74,T,PC_ACT,DE,2015-01-01,2
LTU,Y15-74,T,PC_ACT,DE,2016-01-01,1
LTU,Y15-74,T,PC_ACT,DE,2017-01-01,1
LTU,Y15-74,T,PC_ACT,DK,2005-01-01,1
LTU,Y15-74,T,PC_ACT,DK,2006-01-01,0
LTU,Y15-74,T,PC_ACT,DK,2007-01-01,0
LTU,Y15-74,T,PC_ACT,DK,2008-01-01,0
LTU,Y15-74,T,PC_ACT,DK,2009-01-01,0
LTU,Y15-74,T,PC_ACT,DK,2010-01-01,1
LTU,Y15-74,T,PC_ACT,DK,2011-01-01,1
LTU,Y15-74,T,PC_ACT,DK,2012-01-01,2
LTU,Y15-74,T,PC_ACT,DK,2013-01-01,1
LTU,Y15-74,T,PC_ACT,DK,2014-01-01,1
LTU,Y15-74,T,PC_ACT,DK,2015-01-01,1
LTU,Y15-74,T,PC_ACT,DK,2016-01-01,1
LTU,Y15-74,T,PC_ACT,DK,2017-01-01,1
LTU,Y15-74,T,PC_ACT,EA18,2005-01-01,4
LTU,Y15-74,T,PC_ACT,EA18,2006-01-01,3
LTU,Y15-74,T,PC_ACT,EA18,2007-01-01,3
LTU,Y15-74,T,PC_ACT,EA18,2008-01-01,2
LTU,Y15-74,T,PC_ACT,EA18,2009-01-01,3
LTU,Y15-74,T,PC_ACT,EA18,2010-01-01,4
LTU,Y15-74,T,PC_ACT,EA18,2011-01-01,4
LTU,Y15-74,T,PC_ACT,EA18,2012-01-01,5
LTU,Y15-74,T,PC_ACT,EA18,2013-01-01,5
LTU,Y15-74,T,PC_ACT,EA18,2014-01-01,6
LTU,Y15-74,T,PC_ACT,EA18,2015-01-01,5
LTU,Y15-74,T,PC_ACT,EA18,2016-01-01,5
LTU,Y15-74,T,PC_ACT,EA18,2017-01-01,4
LTU,Y15-74,T,PC_ACT,EA19,2005-01-01,4
LTU,Y15-74,T,PC_ACT,EA19,2006-01-01,3
LTU,Y15-74,T,PC_ACT,EA19,2007-01-01,3
LTU,Y15-74,T,PC_ACT,EA19,2008-01-01,2
LTU,Y15-74,T,PC_ACT,EA19,2009-01-01,3
LTU,Y15-74,T,PC_ACT,EA19,2010-01-01,4
LTU,Y15-74,T,PC_ACT,EA19,2011-01-01,4
LTU,Y15-74,T,PC_ACT,EA19,2012-01-01,5
LTU,Y15-74,T,PC_ACT,EA19,2013-01-01,5
LTU,Y15-74,T,PC_ACT,EA19,2014-01-01,6
LTU,Y15-74,T,PC_ACT,EA19,2015-01-01,5
LTU,Y15-74,T,PC_ACT,EA19,2016-01-01,5
LTU,Y15-74,T,PC_ACT,EA19,2017-01-01,4
LTU,Y15-74,T,PC_ACT,EE,2005-01-01,4
LTU,Y15-74,T,PC_ACT,EE,2006-01-01,2
LTU,Y15-74,T,PC_ACT,EE,2007-01-01,2
LTU,Y15-74,T,PC_ACT,EE,2008-01-01,1
LTU,Y15-74,T,PC_ACT,EE,2009-01-01,3
LTU,Y15-74,T,PC_ACT,EE,2010-01-01,7
LTU,Y15-74,T,PC_ACT,EE,2011-01-01,7
LTU,Y15-74,T,PC_ACT,EE,2012-01-01,5
LTU,Y15-74,T,PC_ACT,EE,2013-01-01,3
LTU,Y15-74,T,PC_ACT,EE,2014-01-01,3
LTU,Y15-74,T,PC_ACT,EE,2015-01-01,2
LTU,Y15-74,T,PC_ACT,EE,2016-01-01,2
LTU,Y15-74,T,PC_ACT,EE,2017-01-01,1
LTU,Y15-74,T,PC_ACT,EL,2005-01-01,5
LTU,Y15-74,T,PC_ACT,EL,2006-01-01,4
LTU,Y15-74,T,PC_ACT,EL,2007-01-01,4
LTU,Y15-74,T,PC_ACT,EL,2008-01-01,3
LTU,Y15-74,T,PC_ACT,EL,2009-01-01,3
LTU,Y15-74,T,PC_ACT,EL,2010-01-01,5
LTU,Y15-74,T,PC_ACT,EL,2011-01-01,8
LTU,Y15-74,T,PC_ACT,EL,2012-01-01,14
LTU,Y15-74,T,PC_ACT,EL,2013-01-01,18
LTU,Y15-74,T,PC_ACT,EL,2014-01-01,19
LTU,Y15-74,T,PC_ACT,EL,2015-01-01,18
LTU,Y15-74,T,PC_ACT,EL,2016-01-01,17
LTU,Y15-74,T,PC_ACT,EL,2017-01-01,15
LTU,Y15-74,T,PC_ACT,ES,2005-01-01,2
LTU,Y15-74,T,PC_ACT,ES,2006-01-01,1
LTU,Y15-74,T,PC_ACT,ES,2007-01-01,1
LTU,Y15-74,T,PC_ACT,ES,2008-01-01,2
LTU,Y15-74,T,PC_ACT,ES,2009-01-01,4
LTU,Y15-74,T,PC_ACT,ES,2010-01-01,7
LTU,Y15-74,T,PC_ACT,ES,2011-01-01,8
LTU,Y15-74,T,PC_ACT,ES,2012-01-01,11
LTU,Y15-74,T,PC_ACT,ES,2013-01-01,13
LTU,Y15-74,T,PC_ACT,ES,2014-01-01,12
LTU,Y15-74,T,PC_ACT,ES,2015-01-01,11
LTU,Y15-74,T,PC_ACT,ES,2016-01-01,9
LTU,Y15-74,T,PC_ACT,ES,2017-01-01,7
LTU,Y15-74,T,PC_ACT,EU27,2005-01-01,4
LTU,Y15-74,T,PC_ACT,EU27,2006-01-01,3
LTU,Y15-74,T,PC_ACT,EU27,2007-01-01,3
LTU,Y15-74,T,PC_ACT,EU27,2008-01-01,2
LTU,Y15-74,T,PC_ACT,EU27,2009-01-01,2
LTU,Y15-74,T,PC_ACT,EU27,2010-01-01,3
LTU,Y15-74,T,PC_ACT,EU27,2011-01-01,4
LTU,Y15-74,T,PC_ACT,EU27,2012-01-01,4
LTU,Y15-74,T,PC_ACT,EU27,2013-01-01,5
LTU,Y15-74,T,PC_ACT,EU27,2014-01-01,5
LTU,Y15-74,T,PC_ACT,EU27,2015-01-01,4
LTU,Y15-74,T,PC_ACT,EU27,2016-01-01,3
LTU,Y15-74,T,PC_ACT,EU27,2017-01-01,3
LTU,Y15-74,T,PC_ACT,EU28,2005-01-01,4
LTU,Y15-74,T,PC_ACT,EU28,2006-01-01,3
LTU,Y15-74,T,PC_ACT,EU28,2007-01-01,3
LTU,Y15-74,T,PC_ACT,EU28,2008-01-01,2
LTU,Y15-74,T,PC_ACT,EU28,2009-01-01,2
LTU,Y15-74,T,PC_ACT,EU28,2010-01-01,3
LTU,Y15-74,T,PC_ACT,EU28,2011-01-01,4
LTU,Y15-74,T,PC_ACT,EU28,2012-01-01,4
LTU,Y15-74,T,PC_ACT,EU28,2013-01-01,5
LTU,Y15-74,T,PC_ACT,EU28,2014-01-01,5
LTU,Y15-74,T,PC_ACT,EU28,2015-01-01,4
LTU,Y15-74,T,PC_ACT,EU28,2016-01-01,4
LTU,Y15-74,T,PC_ACT,EU28,2017-01-01,3
LTU,Y15-74,T,PC_ACT,FI,2005-01-01,2
LTU,Y15-74,T,PC_ACT,FI,2006-01-01,1
LTU,Y15-74,T,PC_ACT,FI,2007-01-01,1
LTU,Y15-74,T,PC_ACT,FI,2008-01-01,1
LTU,Y15-74,T,PC_ACT,FI,2009-01-01,1
LTU,Y15-74,T,PC_ACT,FI,2010-01-01,2
LTU,Y15-74,T,PC_ACT,FI,2011-01-01,1
LTU,Y15-74,T,PC_ACT,FI,2012-01-01,1
LTU,Y15-74,T,PC_ACT,FI,2013-01-01,1
LTU,Y15-74,T,PC_ACT,FI,2014-01-01,1
LTU,Y15-74,T,PC_ACT,FI,2015-01-01,2
LTU,Y15-74,T,PC_ACT,FI,2016-01-01,2
LTU,Y15-74,T,PC_ACT,FI,2017-01-01,2
LTU,Y15-74,T,PC_ACT,FR,2005-01-01,3
LTU,Y15-74,T,PC_ACT,FR,2006-01-01,3
LTU,Y15-74,T,PC_ACT,FR,2007-01-01,3
LTU,Y15-74,T,PC_ACT,FR,2008-01-01,2
LTU,Y15-74,T,PC_ACT,FR,2009-01-01,3
LTU,Y15-74,T,PC_ACT,FR,2010-01-01,3
LTU,Y15-74,T,PC_ACT,FR,2011-01-01,4
LTU,Y15-74,T,PC_ACT,FR,2012-01-01,4
LTU,Y15-74,T,PC_ACT,FR,2013-01-01,4
LTU,Y15-74,T,PC_ACT,FR,2014-01-01,4
LTU,Y15-74,T,PC_ACT,FR,2015-01-01,4
LTU,Y15-74,T,PC_ACT,FR,2016-01-01,4
LTU,Y15-74,T,PC_ACT,FR,2017-01-01,4
LTU,Y15-74,T,PC_ACT,FX,2005-01-01,3
LTU,Y15-74,T,PC_ACT,FX,2006-01-01,3
LTU,Y15-74,T,PC_ACT,FX,2007-01-01,3
LTU,Y15-74,T,PC_ACT,FX,2008-01-01,2
LTU,Y15-74,T,PC_ACT,FX,2009-01-01,3
LTU,Y15-74,T,PC_ACT,FX,2010-01-01,3
LTU,Y15-74,T,PC_ACT,FX,2011-01-01,3
LTU,Y15-74,T,PC_ACT,FX,2012-01-01,3
LTU,Y15-74,T,PC_ACT,FX,2013-01-01,4
LTU,Y15-74,T,PC_ACT,FX,2014-01-01,4
LTU,Y15-74,T,PC_ACT,FX,2015-01-01,4
LTU,Y15-74,T,PC_ACT,FX,2016-01-01,4
LTU,Y15-74,T,PC_ACT,FX,2017-01-01,4
LTU,Y15-74,T,PC_ACT,HR,2005-01-01,7
LTU,Y15-74,T,PC_ACT,HR,2006-01-01,6
LTU,Y15-74,T,PC_ACT,HR,2007-01-01,6
LTU,Y15-74,T,PC_ACT,HR,2008-01-01,5
LTU,Y15-74,T,PC_ACT,HR,2009-01-01,5
LTU,Y15-74,T,PC_ACT,HR,2010-01-01,6
LTU,Y15-74,T,PC_ACT,HR,2011-01-01,8
LTU,Y15-74,T,PC_ACT,HR,2012-01-01,10
LTU,Y15-74,T,PC_ACT,HR,2013-01-01,11
LTU,Y15-74,T,PC_ACT,HR,2014-01-01,10
LTU,Y15-74,T,PC_ACT,HR,2015-01-01,10
LTU,Y15-74,T,PC_ACT,HR,2016-01-01,6
LTU,Y15-74,T,PC_ACT,HR,2017-01-01,4
LTU,Y15-74,T,PC_ACT,HU,2005-01-01,3
LTU,Y15-74,T,PC_ACT,HU,2006-01-01,3
LTU,Y15-74,T,PC_ACT,HU,2007-01-01,3
LTU,Y15-74,T,PC_ACT,HU,2008-01-01,3
LTU,Y15-74,T,PC_ACT,HU,2009-01-01,4
LTU,Y15-74,T,PC_ACT,HU,2010-01-01,5
LTU,Y15-74,T,PC_ACT,HU,2011-01-01,5
LTU,Y15-74,T,PC_ACT,HU,2012-01-01,5
LTU,Y15-74,T,PC_ACT,HU,2013-01-01,4
LTU,Y15-74,T,PC_ACT,HU,2014-01-01,3
LTU,Y15-74,T,PC_ACT,HU,2015-01-01,3
LTU,Y15-74,T,PC_ACT,HU,2016-01-01,2
LTU,Y15-74,T,PC_ACT,HU,2017-01-01,1
LTU,Y15-74,T,PC_ACT,IE,2005-01-01,1
LTU,Y15-74,T,PC_ACT,IE,2006-01-01,1
LTU,Y15-74,T,PC_ACT,IE,2007-01-01,1
LTU,Y15-74,T,PC_ACT,IE,2008-01-01,1
LTU,Y15-74,T,PC_ACT,IE,2009-01-01,3
LTU,Y15-74,T,PC_ACT,IE,2010-01-01,6
LTU,Y15-74,T,PC_ACT,IE,2011-01-01,8
LTU,Y15-74,T,PC_ACT,IE,2012-01-01,9
LTU,Y15-74,T,PC_ACT,IE,2013-01-01,8
LTU,Y15-74,T,PC_ACT,IE,2014-01-01,6
LTU,Y15-74,T,PC_ACT,IE,2015-01-01,5
LTU,Y15-74,T,PC_ACT,IE,2016-01-01,4
LTU,Y15-74,T,PC_ACT,IE,2017-01-01,3
LTU,Y15-74,T,PC_ACT,IS,2005-01-01,
LTU,Y15-74,T,PC_ACT,IS,2006-01-01,
LTU,Y15-74,T,PC_ACT,IS,2007-01-01,
LTU,Y15-74,T,PC_ACT,IS,2008-01-01,
LTU,Y15-74,T,PC_ACT,IS,2009-01-01,0
LTU,Y15-74,T,PC_ACT,IS,2010-01-01,1
LTU,Y15-74,T,PC_ACT,IS,2011-01-01,1
LTU,Y15-74,T,PC_ACT,IS,2012-01-01,1
LTU,Y15-74,T,PC_ACT,IS,2013-01-01,1
LTU,Y15-74,T,PC_ACT,IS,2014-01-01,0
LTU,Y15-74,T,PC_ACT,IS,2015-01-01,0
LTU,Y15-74,T,PC_ACT,IS,2016-01-01,
LTU,Y15-74,T,PC_ACT,IS,2017-01-01,0
LTU,Y15-74,T,PC_ACT,IT,2005-01-01,3
LTU,Y15-74,T,PC_ACT,IT,2006-01-01,3
LTU,Y15-74,T,PC_ACT,IT,2007-01-01,2
LTU,Y15-74,T,PC_ACT,IT,2008-01-01,3
LTU,Y15-74,T,PC_ACT,IT,2009-01-01,3
LTU,Y15-74,T,PC_ACT,IT,2010-01-01,4
LTU,Y15-74,T,PC_ACT,IT,2011-01-01,4
LTU,Y15-74,T,PC_ACT,IT,2012-01-01,5
LTU,Y15-74,T,PC_ACT,IT,2013-01-01,6
LTU,Y15-74,T,PC_ACT,IT,2014-01-01,7
LTU,Y15-74,T,PC_ACT,IT,2015-01-01,6
LTU,Y15-74,T,PC_ACT,IT,2016-01-01,6
LTU,Y15-74,T,PC_ACT,IT,2017-01-01,6
LTU,Y15-74,T,PC_ACT,LT,2005-01-01,4
LTU,Y15-74,T,PC_ACT,LT,2006-01-01,2
LTU,Y15-74,T,PC_ACT,LT,2007-01-01,1
LTU,Y15-74,T,PC_ACT,LT,2008-01-01,1
LTU,Y15-74,T,PC_ACT,LT,2009-01-01,3
LTU,Y15-74,T,PC_ACT,LT,2010-01-01,7
LTU,Y15-74,T,PC_ACT,LT,2011-01-01,8
LTU,Y15-74,T,PC_ACT,LT,2012-01-01,6
LTU,Y15-74,T,PC_ACT,LT,2013-01-01,5
LTU,Y15-74,T,PC_ACT,LT,2014-01-01,4
LTU,Y15-74,T,PC_ACT,LT,2015-01-01,3
LTU,Y15-74,T,PC_ACT,LT,2016-01-01,3
LTU,Y15-74,T,PC_ACT,LT,2017-01-01,2
LTU,Y15-74,T,PC_ACT,LU,2005-01-01,1
LTU,Y15-74,T,PC_ACT,LU,2006-01-01,1
LTU,Y15-74,T,PC_ACT,LU,2007-01-01,1
LTU,Y15-74,T,PC_ACT,LU,2008-01-01,1
LTU,Y15-74,T,PC_ACT,LU,2009-01-01,1
LTU,Y15-74,T,PC_ACT,LU,2010-01-01,1
LTU,Y15-74,T,PC_ACT,LU,2011-01-01,1
LTU,Y15-74,T,PC_ACT,LU,2012-01-01,1
LTU,Y15-74,T,PC_ACT,LU,2013-01-01,1
LTU,Y15-74,T,PC_ACT,LU,2014-01-01,1
LTU,Y15-74,T,PC_ACT,LU,2015-01-01,1
LTU,Y15-74,T,PC_ACT,LU,2016-01-01,2
LTU,Y15-74,T,PC_ACT,LU,2017-01-01,2
LTU,Y15-74,T,PC_ACT,LV,2005-01-01,4
LTU,Y15-74,T,PC_ACT,LV,2006-01-01,2
LTU,Y15-74,T,PC_ACT,LV,2007-01-01,1
LTU,Y15-74,T,PC_ACT,LV,2008-01-01,1
LTU,Y15-74,T,PC_ACT,LV,2009-01-01,4
LTU,Y15-74,T,PC_ACT,LV,2010-01-01,8
LTU,Y15-74,T,PC_ACT,LV,2011-01-01,8
LTU,Y15-74,T,PC_ACT,LV,2012-01-01,7
