indic_il,sex,age,geo\time,date,value
LIP_MD60,T,Y_GE65,NO,2013-01-01,8.2 
LIP_MD60,T,Y_GE65,NO,2014-01-01,9.9 
LIP_MD60,T,Y_GE65,NO,2015-01-01,4.8 
LIP_MD60,T,Y_GE65,NO,2016-01-01,6.0 
LIP_MD60,T,Y_GE65,NO,2017-01-01,5.5 
LIP_MD60,T,Y_GE65,PL,2004-01-01,: 
LIP_MD60,T,Y_GE65,PL,2007-01-01,: 
LIP_MD60,T,Y_GE65,PL,2008-01-01,5.4 
LIP_MD60,T,Y_GE65,PL,2009-01-01,5.5 
LIP_MD60,T,Y_GE65,PL,2010-01-01,6.8 
LIP_MD60,T,Y_GE65,PL,2011-01-01,9.6 
LIP_MD60,T,Y_GE65,PL,2012-01-01,11.0 
LIP_MD60,T,Y_GE65,PL,2013-01-01,8.2 
LIP_MD60,T,Y_GE65,PL,2014-01-01,8.5 
LIP_MD60,T,Y_GE65,PL,2015-01-01,7.9 
LIP_MD60,T,Y_GE65,PL,2016-01-01,7.3 
LIP_MD60,T,Y_GE65,PL,2017-01-01,9.5 
LIP_MD60,T,Y_GE65,PT,2004-01-01,: 
LIP_MD60,T,Y_GE65,PT,2007-01-01,20.3 
LIP_MD60,T,Y_GE65,PT,2008-01-01,18.3 
LIP_MD60,T,Y_GE65,PT,2009-01-01,13.8 
LIP_MD60,T,Y_GE65,PT,2010-01-01,14.6 
LIP_MD60,T,Y_GE65,PT,2011-01-01,13.9 
LIP_MD60,T,Y_GE65,PT,2012-01-01,14.7 
LIP_MD60,T,Y_GE65,PT,2013-01-01,10.7 
LIP_MD60,T,Y_GE65,PT,2014-01-01,10.2 
LIP_MD60,T,Y_GE65,PT,2015-01-01,10.0 
LIP_MD60,T,Y_GE65,PT,2016-01-01,10.8 
LIP_MD60,T,Y_GE65,PT,2017-01-01,11.7 
LIP_MD60,T,Y_GE65,RO,2004-01-01,: 
LIP_MD60,T,Y_GE65,RO,2007-01-01,: 
LIP_MD60,T,Y_GE65,RO,2008-01-01,: 
LIP_MD60,T,Y_GE65,RO,2009-01-01,: 
LIP_MD60,T,Y_GE65,RO,2010-01-01,17.0 
LIP_MD60,T,Y_GE65,RO,2011-01-01,13.2 
LIP_MD60,T,Y_GE65,RO,2012-01-01,12.5 
LIP_MD60,T,Y_GE65,RO,2013-01-01,8.2 
LIP_MD60,T,Y_GE65,RO,2014-01-01,9.2 
LIP_MD60,T,Y_GE65,RO,2015-01-01,11.5 
LIP_MD60,T,Y_GE65,RO,2016-01-01,10.0 
LIP_MD60,T,Y_GE65,RO,2017-01-01,15.0 
LIP_MD60,T,Y_GE65,RS,2004-01-01,: 
LIP_MD60,T,Y_GE65,RS,2007-01-01,: 
LIP_MD60,T,Y_GE65,RS,2008-01-01,: 
LIP_MD60,T,Y_GE65,RS,2009-01-01,: 
LIP_MD60,T,Y_GE65,RS,2010-01-01,: 
LIP_MD60,T,Y_GE65,RS,2011-01-01,: 
LIP_MD60,T,Y_GE65,RS,2012-01-01,: 
LIP_MD60,T,Y_GE65,RS,2013-01-01,: 
LIP_MD60,T,Y_GE65,RS,2014-01-01,: 
LIP_MD60,T,Y_GE65,RS,2015-01-01,: 
LIP_MD60,T,Y_GE65,RS,2016-01-01,11.6 
LIP_MD60,T,Y_GE65,RS,2017-01-01,: 
LIP_MD60,T,Y_GE65,SE,2004-01-01,: 
LIP_MD60,T,Y_GE65,SE,2007-01-01,2.9 
LIP_MD60,T,Y_GE65,SE,2008-01-01,5.1 
LIP_MD60,T,Y_GE65,SE,2009-01-01,5.6 
LIP_MD60,T,Y_GE65,SE,2010-01-01,9.0 
LIP_MD60,T,Y_GE65,SE,2011-01-01,8.8 
LIP_MD60,T,Y_GE65,SE,2012-01-01,11.2 b
LIP_MD60,T,Y_GE65,SE,2013-01-01,11.1 
LIP_MD60,T,Y_GE65,SE,2014-01-01,9.8 
LIP_MD60,T,Y_GE65,SE,2015-01-01,10.5 b
LIP_MD60,T,Y_GE65,SE,2016-01-01,9.3 
LIP_MD60,T,Y_GE65,SE,2017-01-01,10.0 
LIP_MD60,T,Y_GE65,SI,2004-01-01,: 
LIP_MD60,T,Y_GE65,SI,2007-01-01,: 
LIP_MD60,T,Y_GE65,SI,2008-01-01,15.2 
LIP_MD60,T,Y_GE65,SI,2009-01-01,16.5 
LIP_MD60,T,Y_GE65,SI,2010-01-01,13.9 
LIP_MD60,T,Y_GE65,SI,2011-01-01,15.3 
LIP_MD60,T,Y_GE65,SI,2012-01-01,12.3 
LIP_MD60,T,Y_GE65,SI,2013-01-01,16.1 
LIP_MD60,T,Y_GE65,SI,2014-01-01,15.7 
LIP_MD60,T,Y_GE65,SI,2015-01-01,10.6 
LIP_MD60,T,Y_GE65,SI,2016-01-01,13.8 
LIP_MD60,T,Y_GE65,SI,2017-01-01,10.1 
LIP_MD60,T,Y_GE65,SK,2004-01-01,: 
LIP_MD60,T,Y_GE65,SK,2007-01-01,: 
LIP_MD60,T,Y_GE65,SK,2008-01-01,4.8 
LIP_MD60,T,Y_GE65,SK,2009-01-01,7.1 
LIP_MD60,T,Y_GE65,SK,2010-01-01,5.6 
LIP_MD60,T,Y_GE65,SK,2011-01-01,4.9 
LIP_MD60,T,Y_GE65,SK,2012-01-01,2.5 
LIP_MD60,T,Y_GE65,SK,2013-01-01,4.3 
LIP_MD60,T,Y_GE65,SK,2014-01-01,4.7 
LIP_MD60,T,Y_GE65,SK,2015-01-01,3.3 
LIP_MD60,T,Y_GE65,SK,2016-01-01,2.7 
LIP_MD60,T,Y_GE65,SK,2017-01-01,: 
LIP_MD60,T,Y_GE65,TR,2004-01-01,: 
LIP_MD60,T,Y_GE65,TR,2007-01-01,: 
LIP_MD60,T,Y_GE65,TR,2008-01-01,: 
LIP_MD60,T,Y_GE65,TR,2009-01-01,11.4 
LIP_MD60,T,Y_GE65,TR,2010-01-01,14.7 
LIP_MD60,T,Y_GE65,TR,2011-01-01,: 
LIP_MD60,T,Y_GE65,TR,2012-01-01,: 
LIP_MD60,T,Y_GE65,TR,2013-01-01,: 
LIP_MD60,T,Y_GE65,TR,2014-01-01,14.1 
LIP_MD60,T,Y_GE65,TR,2015-01-01,15.7 
LIP_MD60,T,Y_GE65,TR,2016-01-01,: 
LIP_MD60,T,Y_GE65,TR,2017-01-01,: 
LIP_MD60,T,Y_GE65,UK,2004-01-01,: 
LIP_MD60,T,Y_GE65,UK,2007-01-01,: 
LIP_MD60,T,Y_GE65,UK,2008-01-01,14.4 
LIP_MD60,T,Y_GE65,UK,2009-01-01,11.3 
LIP_MD60,T,Y_GE65,UK,2010-01-01,11.9 
LIP_MD60,T,Y_GE65,UK,2011-01-01,11.6 
LIP_MD60,T,Y_GE65,UK,2012-01-01,10.9 
LIP_MD60,T,Y_GE65,UK,2013-01-01,10.1 
LIP_MD60,T,Y_GE65,UK,2014-01-01,9.1 
LIP_MD60,T,Y_GE65,UK,2015-01-01,9.8 
LIP_MD60,T,Y_GE65,UK,2016-01-01,8.7 
LIP_MD60,T,Y_GE65,UK,2017-01-01,: 
LIP_MD60,T,Y_LT18,AT,2004-01-01,: 
LIP_MD60,T,Y_LT18,AT,2007-01-01,4.6 
LIP_MD60,T,Y_LT18,AT,2008-01-01,4.0 
LIP_MD60,T,Y_LT18,AT,2009-01-01,3.7 
LIP_MD60,T,Y_LT18,AT,2010-01-01,5.7 
LIP_MD60,T,Y_LT18,AT,2011-01-01,10.3 b
LIP_MD60,T,Y_LT18,AT,2012-01-01,7.9 
LIP_MD60,T,Y_LT18,AT,2013-01-01,9.4 
LIP_MD60,T,Y_LT18,AT,2014-01-01,10.8 
LIP_MD60,T,Y_LT18,AT,2015-01-01,10.2 
LIP_MD60,T,Y_LT18,AT,2016-01-01,7.6 
LIP_MD60,T,Y_LT18,AT,2017-01-01,10.5 
LIP_MD60,T,Y_LT18,BE,2004-01-01,: 
LIP_MD60,T,Y_LT18,BE,2007-01-01,6.8 
LIP_MD60,T,Y_LT18,BE,2008-01-01,9.1 
LIP_MD60,T,Y_LT18,BE,2009-01-01,9.7 
LIP_MD60,T,Y_LT18,BE,2010-01-01,11.6 
LIP_MD60,T,Y_LT18,BE,2011-01-01,9.5 
LIP_MD60,T,Y_LT18,BE,2012-01-01,14.7 
LIP_MD60,T,Y_LT18,BE,2013-01-01,9.1 
LIP_MD60,T,Y_LT18,BE,2014-01-01,12.4 
LIP_MD60,T,Y_LT18,BE,2015-01-01,10.3 
LIP_MD60,T,Y_LT18,BE,2016-01-01,12.7 
LIP_MD60,T,Y_LT18,BE,2017-01-01,14.4 
LIP_MD60,T,Y_LT18,BG,2004-01-01,: 
LIP_MD60,T,Y_LT18,BG,2007-01-01,: 
LIP_MD60,T,Y_LT18,BG,2008-01-01,: 
LIP_MD60,T,Y_LT18,BG,2009-01-01,15.8 
LIP_MD60,T,Y_LT18,BG,2010-01-01,21.8 
LIP_MD60,T,Y_LT18,BG,2011-01-01,22.9 
LIP_MD60,T,Y_LT18,BG,2012-01-01,13.9 
LIP_MD60,T,Y_LT18,BG,2013-01-01,19.8 
LIP_MD60,T,Y_LT18,BG,2014-01-01,25.3 
LIP_MD60,T,Y_LT18,BG,2015-01-01,21.9 
LIP_MD60,T,Y_LT18,BG,2016-01-01,22.8 b
LIP_MD60,T,Y_LT18,BG,2017-01-01,20.3 
LIP_MD60,T,Y_LT18,CH,2004-01-01,: 
LIP_MD60,T,Y_LT18,CH,2007-01-01,: 
LIP_MD60,T,Y_LT18,CH,2008-01-01,: 
LIP_MD60,T,Y_LT18,CH,2009-01-01,: 
LIP_MD60,T,Y_LT18,CH,2010-01-01,: 
LIP_MD60,T,Y_LT18,CH,2011-01-01,: 
LIP_MD60,T,Y_LT18,CH,2012-01-01,: 
LIP_MD60,T,Y_LT18,CH,2013-01-01,: 
LIP_MD60,T,Y_LT18,CH,2014-01-01,8.0 
LIP_MD60,T,Y_LT18,CH,2015-01-01,4.5 
LIP_MD60,T,Y_LT18,CH,2016-01-01,9.6 
LIP_MD60,T,Y_LT18,CH,2017-01-01,: 
LIP_MD60,T,Y_LT18,CY,2004-01-01,: 
LIP_MD60,T,Y_LT18,CY,2007-01-01,: 
LIP_MD60,T,Y_LT18,CY,2008-01-01,5.5 
LIP_MD60,T,Y_LT18,CY,2009-01-01,6.5 
LIP_MD60,T,Y_LT18,CY,2010-01-01,3.8 
LIP_MD60,T,Y_LT18,CY,2011-01-01,5.5 
LIP_MD60,T,Y_LT18,CY,2012-01-01,4.1 
LIP_MD60,T,Y_LT18,CY,2013-01-01,9.8 
LIP_MD60,T,Y_LT18,CY,2014-01-01,6.7 
LIP_MD60,T,Y_LT18,CY,2015-01-01,6.8 
LIP_MD60,T,Y_LT18,CY,2016-01-01,9.0 
LIP_MD60,T,Y_LT18,CY,2017-01-01,6.2 
LIP_MD60,T,Y_LT18,CZ,2004-01-01,: 
LIP_MD60,T,Y_LT18,CZ,2007-01-01,: 
LIP_MD60,T,Y_LT18,CZ,2008-01-01,6.1 
LIP_MD60,T,Y_LT18,CZ,2009-01-01,6.2 
LIP_MD60,T,Y_LT18,CZ,2010-01-01,10.3 
LIP_MD60,T,Y_LT18,CZ,2011-01-01,4.7 
LIP_MD60,T,Y_LT18,CZ,2012-01-01,7.3 
LIP_MD60,T,Y_LT18,CZ,2013-01-01,6.1 
LIP_MD60,T,Y_LT18,CZ,2014-01-01,5.8 
LIP_MD60,T,Y_LT18,CZ,2015-01-01,6.4 
LIP_MD60,T,Y_LT18,CZ,2016-01-01,6.1 
LIP_MD60,T,Y_LT18,CZ,2017-01-01,6.5 
LIP_MD60,T,Y_LT18,DE,2004-01-01,: 
LIP_MD60,T,Y_LT18,DE,2007-01-01,: 
LIP_MD60,T,Y_LT18,DE,2008-01-01,4.6 
LIP_MD60,T,Y_LT18,DE,2009-01-01,5.4 
LIP_MD60,T,Y_LT18,DE,2010-01-01,8.0 
LIP_MD60,T,Y_LT18,DE,2011-01-01,9.7 
LIP_MD60,T,Y_LT18,DE,2012-01-01,7.7 
LIP_MD60,T,Y_LT18,DE,2013-01-01,9.0 
LIP_MD60,T,Y_LT18,DE,2014-01-01,7.2 
LIP_MD60,T,Y_LT18,DE,2015-01-01,8.5 
LIP_MD60,T,Y_LT18,DE,2016-01-01,6.1 
LIP_MD60,T,Y_LT18,DE,2017-01-01,11.7 
LIP_MD60,T,Y_LT18,DK,2004-01-01,: 
LIP_MD60,T,Y_LT18,DK,2007-01-01,5.8 
LIP_MD60,T,Y_LT18,DK,2008-01-01,3.5 
LIP_MD60,T,Y_LT18,DK,2009-01-01,0.8 
LIP_MD60,T,Y_LT18,DK,2010-01-01,10.1 
LIP_MD60,T,Y_LT18,DK,2011-01-01,5.0 
LIP_MD60,T,Y_LT18,DK,2012-01-01,6.9 
LIP_MD60,T,Y_LT18,DK,2013-01-01,4.4 
LIP_MD60,T,Y_LT18,DK,2014-01-01,4.5 
LIP_MD60,T,Y_LT18,DK,2015-01-01,0.7 
LIP_MD60,T,Y_LT18,DK,2016-01-01,5.2 
LIP_MD60,T,Y_LT18,DK,2017-01-01,3.9 
LIP_MD60,T,Y_LT18,EA,2004-01-01,: 
LIP_MD60,T,Y_LT18,EA,2007-01-01,: 
LIP_MD60,T,Y_LT18,EA,2008-01-01,10.4 e
LIP_MD60,T,Y_LT18,EA,2009-01-01,11.1 e
LIP_MD60,T,Y_LT18,EA,2010-01-01,13.3 e
LIP_MD60,T,Y_LT18,EA,2011-01-01,13.5 e
LIP_MD60,T,Y_LT18,EA,2012-01-01,12.5 e
LIP_MD60,T,Y_LT18,EA,2013-01-01,12.9 e
LIP_MD60,T,Y_LT18,EA,2014-01-01,12.9 e
LIP_MD60,T,Y_LT18,EA,2015-01-01,13.7 e
LIP_MD60,T,Y_LT18,EA,2016-01-01,13.7 e
LIP_MD60,T,Y_LT18,EA,2017-01-01,: 
LIP_MD60,T,Y_LT18,EA18,2004-01-01,: 
LIP_MD60,T,Y_LT18,EA18,2007-01-01,: 
LIP_MD60,T,Y_LT18,EA18,2008-01-01,10.4 
LIP_MD60,T,Y_LT18,EA18,2009-01-01,11.1 
LIP_MD60,T,Y_LT18,EA18,2010-01-01,13.3 
LIP_MD60,T,Y_LT18,EA18,2011-01-01,13.5 
LIP_MD60,T,Y_LT18,EA18,2012-01-01,12.6 
LIP_MD60,T,Y_LT18,EA18,2013-01-01,13.0 
LIP_MD60,T,Y_LT18,EA18,2014-01-01,12.9 
LIP_MD60,T,Y_LT18,EA18,2015-01-01,13.6 
LIP_MD60,T,Y_LT18,EA18,2016-01-01,13.7 e
LIP_MD60,T,Y_LT18,EA18,2017-01-01,: 
LIP_MD60,T,Y_LT18,EA19,2004-01-01,: 
LIP_MD60,T,Y_LT18,EA19,2007-01-01,: 
LIP_MD60,T,Y_LT18,EA19,2008-01-01,10.4 
LIP_MD60,T,Y_LT18,EA19,2009-01-01,11.2 
LIP_MD60,T,Y_LT18,EA19,2010-01-01,13.2 
LIP_MD60,T,Y_LT18,EA19,2011-01-01,13.4 
LIP_MD60,T,Y_LT18,EA19,2012-01-01,12.6 
LIP_MD60,T,Y_LT18,EA19,2013-01-01,12.9 
LIP_MD60,T,Y_LT18,EA19,2014-01-01,13.0 
LIP_MD60,T,Y_LT18,EA19,2015-01-01,13.7 
LIP_MD60,T,Y_LT18,EA19,2016-01-01,13.7 e
LIP_MD60,T,Y_LT18,EA19,2017-01-01,: 
LIP_MD60,T,Y_LT18,EE,2004-01-01,: 
LIP_MD60,T,Y_LT18,EE,2007-01-01,11.5 
LIP_MD60,T,Y_LT18,EE,2008-01-01,13.5 
LIP_MD60,T,Y_LT18,EE,2009-01-01,13.2 
LIP_MD60,T,Y_LT18,EE,2010-01-01,9.5 
LIP_MD60,T,Y_LT18,EE,2011-01-01,15.5 
LIP_MD60,T,Y_LT18,EE,2012-01-01,11.1 
LIP_MD60,T,Y_LT18,EE,2013-01-01,7.9 
LIP_MD60,T,Y_LT18,EE,2014-01-01,13.1 b
LIP_MD60,T,Y_LT18,EE,2015-01-01,11.9 
LIP_MD60,T,Y_LT18,EE,2016-01-01,11.4 
LIP_MD60,T,Y_LT18,EE,2017-01-01,12.2 
LIP_MD60,T,Y_LT18,EL,2004-01-01,: 
LIP_MD60,T,Y_LT18,EL,2007-01-01,12.8 
LIP_MD60,T,Y_LT18,EL,2008-01-01,14.2 
LIP_MD60,T,Y_LT18,EL,2009-01-01,19.8 
LIP_MD60,T,Y_LT18,EL,2010-01-01,21.4 
LIP_MD60,T,Y_LT18,EL,2011-01-01,11.7 
LIP_MD60,T,Y_LT18,EL,2012-01-01,16.9 
LIP_MD60,T,Y_LT18,EL,2013-01-01,17.2 
LIP_MD60,T,Y_LT18,EL,2014-01-01,20.1 
LIP_MD60,T,Y_LT18,EL,2015-01-01,17.3 
LIP_MD60,T,Y_LT18,EL,2016-01-01,20.1 
LIP_MD60,T,Y_LT18,EL,2017-01-01,: 
LIP_MD60,T,Y_LT18,ES,2004-01-01,: 
LIP_MD60,T,Y_LT18,ES,2007-01-01,13.6 
LIP_MD60,T,Y_LT18,ES,2008-01-01,17.1 
LIP_MD60,T,Y_LT18,ES,2009-01-01,18.5 
LIP_MD60,T,Y_LT18,ES,2010-01-01,19.1 
LIP_MD60,T,Y_LT18,ES,2011-01-01,18.0 b
LIP_MD60,T,Y_LT18,ES,2012-01-01,19.0 
LIP_MD60,T,Y_LT18,ES,2013-01-01,17.6 
LIP_MD60,T,Y_LT18,ES,2014-01-01,19.6 
LIP_MD60,T,Y_LT18,ES,2015-01-01,21.4 
LIP_MD60,T,Y_LT18,ES,2016-01-01,22.2 
LIP_MD60,T,Y_LT18,ES,2017-01-01,19.2 
LIP_MD60,T,Y_LT18,EU,2004-01-01,: 
LIP_MD60,T,Y_LT18,EU,2007-01-01,: 
LIP_MD60,T,Y_LT18,EU,2008-01-01,10.9 e
LIP_MD60,T,Y_LT18,EU,2009-01-01,11.3 e
LIP_MD60,T,Y_LT18,EU,2010-01-01,13.1 e
LIP_MD60,T,Y_LT18,EU,2011-01-01,13.0 e
LIP_MD60,T,Y_LT18,EU,2012-01-01,12.8 e
LIP_MD60,T,Y_LT18,EU,2013-01-01,12.3 e
LIP_MD60,T,Y_LT18,EU,2014-01-01,13.2 e
LIP_MD60,T,Y_LT18,EU,2015-01-01,13.3 e
LIP_MD60,T,Y_LT18,EU,2016-01-01,14.2 e
LIP_MD60,T,Y_LT18,EU,2017-01-01,: 
LIP_MD60,T,Y_LT18,EU27,2004-01-01,: 
LIP_MD60,T,Y_LT18,EU27,2007-01-01,: 
LIP_MD60,T,Y_LT18,EU27,2008-01-01,10.9 e
LIP_MD60,T,Y_LT18,EU27,2009-01-01,11.3 e
LIP_MD60,T,Y_LT18,EU27,2010-01-01,13.1 
LIP_MD60,T,Y_LT18,EU27,2011-01-01,13.0 
LIP_MD60,T,Y_LT18,EU27,2012-01-01,12.8 
LIP_MD60,T,Y_LT18,EU27,2013-01-01,12.3 
LIP_MD60,T,Y_LT18,EU27,2014-01-01,13.2 
LIP_MD60,T,Y_LT18,EU27,2015-01-01,13.3 
LIP_MD60,T,Y_LT18,EU27,2016-01-01,14.2 e
LIP_MD60,T,Y_LT18,EU27,2017-01-01,: 
LIP_MD60,T,Y_LT18,EU28,2004-01-01,: 
LIP_MD60,T,Y_LT18,EU28,2007-01-01,: 
LIP_MD60,T,Y_LT18,EU28,2008-01-01,: 
LIP_MD60,T,Y_LT18,EU28,2009-01-01,: 
LIP_MD60,T,Y_LT18,EU28,2010-01-01,13.1 e
LIP_MD60,T,Y_LT18,EU28,2011-01-01,13.0 e
LIP_MD60,T,Y_LT18,EU28,2012-01-01,12.8 e
LIP_MD60,T,Y_LT18,EU28,2013-01-01,12.3 
LIP_MD60,T,Y_LT18,EU28,2014-01-01,13.2 
LIP_MD60,T,Y_LT18,EU28,2015-01-01,13.3 
LIP_MD60,T,Y_LT18,EU28,2016-01-01,14.2 e
LIP_MD60,T,Y_LT18,EU28,2017-01-01,: 
LIP_MD60,T,Y_LT18,FI,2004-01-01,: 
LIP_MD60,T,Y_LT18,FI,2007-01-01,5.8 
LIP_MD60,T,Y_LT18,FI,2008-01-01,3.9 
LIP_MD60,T,Y_LT18,FI,2009-01-01,2.1 
LIP_MD60,T,Y_LT18,FI,2010-01-01,9.1 
LIP_MD60,T,Y_LT18,FI,2011-01-01,4.1 
LIP_MD60,T,Y_LT18,FI,2012-01-01,3.2 
LIP_MD60,T,Y_LT18,FI,2013-01-01,4.4 
LIP_MD60,T,Y_LT18,FI,2014-01-01,5.8 
LIP_MD60,T,Y_LT18,FI,2015-01-01,9.2 
LIP_MD60,T,Y_LT18,FI,2016-01-01,2.3 
LIP_MD60,T,Y_LT18,FI,2017-01-01,2.5 
LIP_MD60,T,Y_LT18,FR,2004-01-01,: 
LIP_MD60,T,Y_LT18,FR,2007-01-01,6.8 
LIP_MD60,T,Y_LT18,FR,2008-01-01,: 
LIP_MD60,T,Y_LT18,FR,2009-01-01,: 
LIP_MD60,T,Y_LT18,FR,2010-01-01,: 
LIP_MD60,T,Y_LT18,FR,2011-01-01,: 
LIP_MD60,T,Y_LT18,FR,2012-01-01,9.7 
LIP_MD60,T,Y_LT18,FR,2013-01-01,11.6 
LIP_MD60,T,Y_LT18,FR,2014-01-01,11.0 
LIP_MD60,T,Y_LT18,FR,2015-01-01,11.2 
LIP_MD60,T,Y_LT18,FR,2016-01-01,12.5 
LIP_MD60,T,Y_LT18,FR,2017-01-01,13.8 
LIP_MD60,T,Y_LT18,HR,2004-01-01,: 
LIP_MD60,T,Y_LT18,HR,2007-01-01,: 
LIP_MD60,T,Y_LT18,HR,2008-01-01,: 
LIP_MD60,T,Y_LT18,HR,2009-01-01,: 
LIP_MD60,T,Y_LT18,HR,2010-01-01,: 
LIP_MD60,T,Y_LT18,HR,2011-01-01,: 
LIP_MD60,T,Y_LT18,HR,2012-01-01,: 
LIP_MD60,T,Y_LT18,HR,2013-01-01,14.1 
LIP_MD60,T,Y_LT18,HR,2014-01-01,: 
LIP_MD60,T,Y_LT18,HR,2015-01-01,14.6 
LIP_MD60,T,Y_LT18,HR,2016-01-01,14.7 
LIP_MD60,T,Y_LT18,HR,2017-01-01,: 
LIP_MD60,T,Y_LT18,HU,2004-01-01,: 
LIP_MD60,T,Y_LT18,HU,2007-01-01,: 
LIP_MD60,T,Y_LT18,HU,2008-01-01,13.4 
LIP_MD60,T,Y_LT18,HU,2009-01-01,16.6 
LIP_MD60,T,Y_LT18,HU,2010-01-01,9.0 
LIP_MD60,T,Y_LT18,HU,2011-01-01,17.3 
LIP_MD60,T,Y_LT18,HU,2012-01-01,14.2 
LIP_MD60,T,Y_LT18,HU,2013-01-01,14.5 
LIP_MD60,T,Y_LT18,HU,2014-01-01,15.9 
LIP_MD60,T,Y_LT18,HU,2015-01-01,13.4 
LIP_MD60,T,Y_LT18,HU,2016-01-01,15.9 
LIP_MD60,T,Y_LT18,HU,2017-01-01,4.3 
LIP_MD60,T,Y_LT18,IE,2004-01-01,: 
LIP_MD60,T,Y_LT18,IE,2007-01-01,12.2 
LIP_MD60,T,Y_LT18,IE,2008-01-01,: 
LIP_MD60,T,Y_LT18,IE,2009-01-01,: 
LIP_MD60,T,Y_LT18,IE,2010-01-01,: 
LIP_MD60,T,Y_LT18,IE,2011-01-01,11.4 
LIP_MD60,T,Y_LT18,IE,2012-01-01,19.2 
LIP_MD60,T,Y_LT18,IE,2013-01-01,10.5 
LIP_MD60,T,Y_LT18,IE,2014-01-01,13.5 
LIP_MD60,T,Y_LT18,IE,2015-01-01,8.2 
LIP_MD60,T,Y_LT18,IE,2016-01-01,: 
LIP_MD60,T,Y_LT18,IE,2017-01-01,: 
LIP_MD60,T,Y_LT18,IS,2004-01-01,: 
LIP_MD60,T,Y_LT18,IS,2007-01-01,4.5 
LIP_MD60,T,Y_LT18,IS,2008-01-01,2.9 
LIP_MD60,T,Y_LT18,IS,2009-01-01,6.2 
LIP_MD60,T,Y_LT18,IS,2010-01-01,5.8 
LIP_MD60,T,Y_LT18,IS,2011-01-01,2.8 
LIP_MD60,T,Y_LT18,IS,2012-01-01,1.9 
LIP_MD60,T,Y_LT18,IS,2013-01-01,3.6 
LIP_MD60,T,Y_LT18,IS,2014-01-01,1.6 
LIP_MD60,T,Y_LT18,IS,2015-01-01,4.9 
LIP_MD60,T,Y_LT18,IS,2016-01-01,: z
LIP_MD60,T,Y_LT18,IS,2017-01-01,: 
LIP_MD60,T,Y_LT18,IT,2004-01-01,: 
LIP_MD60,T,Y_LT18,IT,2007-01-01,20.9 
LIP_MD60,T,Y_LT18,IT,2008-01-01,17.7 
LIP_MD60,T,Y_LT18,IT,2009-01-01,16.4 
LIP_MD60,T,Y_LT18,IT,2010-01-01,14.9 
LIP_MD60,T,Y_LT18,IT,2011-01-01,18.0 
LIP_MD60,T,Y_LT18,IT,2012-01-01,18.8 
LIP_MD60,T,Y_LT18,IT,2013-01-01,19.7 
LIP_MD60,T,Y_LT18,IT,2014-01-01,17.4 
LIP_MD60,T,Y_LT18,IT,2015-01-01,20.0 
LIP_MD60,T,Y_LT18,IT,2016-01-01,19.9 
LIP_MD60,T,Y_LT18,IT,2017-01-01,18.5 
LIP_MD60,T,Y_LT18,LT,2004-01-01,: 
LIP_MD60,T,Y_LT18,LT,2007-01-01,: 
LIP_MD60,T,Y_LT18,LT,2008-01-01,12.0 
LIP_MD60,T,Y_LT18,LT,2009-01-01,14.3 
LIP_MD60,T,Y_LT18,LT,2010-01-01,7.3 
LIP_MD60,T,Y_LT18,LT,2011-01-01,11.1 b
LIP_MD60,T,Y_LT18,LT,2012-01-01,15.7 
LIP_MD60,T,Y_LT18,LT,2013-01-01,9.4 
LIP_MD60,T,Y_LT18,LT,2014-01-01,20.5 
LIP_MD60,T,Y_LT18,LT,2015-01-01,16.7 
LIP_MD60,T,Y_LT18,LT,2016-01-01,12.3 
LIP_MD60,T,Y_LT18,LT,2017-01-01,: 
LIP_MD60,T,Y_LT18,LU,2004-01-01,: 
LIP_MD60,T,Y_LT18,LU,2007-01-01,16.5 
LIP_MD60,T,Y_LT18,LU,2008-01-01,14.3 
LIP_MD60,T,Y_LT18,LU,2009-01-01,14.6 
LIP_MD60,T,Y_LT18,LU,2010-01-01,10.3 
LIP_MD60,T,Y_LT18,LU,2011-01-01,11.1 
LIP_MD60,T,Y_LT18,LU,2012-01-01,10.2 
LIP_MD60,T,Y_LT18,LU,2013-01-01,14.9 
LIP_MD60,T,Y_LT18,LU,2014-01-01,17.8 
LIP_MD60,T,Y_LT18,LU,2015-01-01,21.3 
LIP_MD60,T,Y_LT18,LU,2016-01-01,14.3 b
LIP_MD60,T,Y_LT18,LU,2017-01-01,28.7 
LIP_MD60,T,Y_LT18,LV,2004-01-01,: 
LIP_MD60,T,Y_LT18,LV,2007-01-01,: 
LIP_MD60,T,Y_LT18,LV,2008-01-01,12.1 
LIP_MD60,T,Y_LT18,LV,2009-01-01,16.7 
LIP_MD60,T,Y_LT18,LV,2010-01-01,12.6 
LIP_MD60,T,Y_LT18,LV,2011-01-01,12.7 
LIP_MD60,T,Y_LT18,LV,2012-01-01,16.8 b
LIP_MD60,T,Y_LT18,LV,2013-01-01,19.2 
LIP_MD60,T,Y_LT18,LV,2014-01-01,11.7 
LIP_MD60,T,Y_LT18,LV,2015-01-01,12.8 
LIP_MD60,T,Y_LT18,LV,2016-01-01,14.7 
LIP_MD60,T,Y_LT18,LV,2017-01-01,13.7 
LIP_MD60,T,Y_LT18,MK,2004-01-01,: 
LIP_MD60,T,Y_LT18,MK,2007-01-01,: 
LIP_MD60,T,Y_LT18,MK,2008-01-01,: 
LIP_MD60,T,Y_LT18,MK,2009-01-01,: 
