sex,prof_pos,sectperf,unit,geotime,date,value
T,TOTAL,HES,PC_ACT_FTE,LT,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LT,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LT,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LT,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LT,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LT,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LT,2016-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2000-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2001-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2002-01-01,
T,TOTAL,HES,PC_ACT_FTE,LU,2003-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2004-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2005-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LU,2016-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2000-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2001-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2002-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2003-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2004-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2005-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,LV,2016-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MK,2000-01-01,
T,TOTAL,HES,PC_ACT_FTE,MK,2001-01-01,
T,TOTAL,HES,PC_ACT_FTE,MK,2002-01-01,
T,TOTAL,HES,PC_ACT_FTE,MK,2003-01-01,
T,TOTAL,HES,PC_ACT_FTE,MK,2004-01-01,
T,TOTAL,HES,PC_ACT_FTE,MK,2005-01-01,
T,TOTAL,HES,PC_ACT_FTE,MK,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MK,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MK,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MK,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MK,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MK,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MK,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MK,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MK,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MK,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MK,2016-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2000-01-01,
T,TOTAL,HES,PC_ACT_FTE,MT,2001-01-01,
T,TOTAL,HES,PC_ACT_FTE,MT,2002-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2003-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2004-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2005-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,MT,2016-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2000-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2001-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2002-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2003-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2004-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2005-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NL,2016-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2000-01-01,
T,TOTAL,HES,PC_ACT_FTE,NO,2001-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2002-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2003-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2004-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2005-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,NO,2016-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2000-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2001-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2002-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2003-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2004-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2005-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PL,2016-01-01,
T,TOTAL,HES,PC_ACT_FTE,PT,2000-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2001-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2002-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2003-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2004-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2005-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,PT,2016-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2000-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2001-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2002-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2003-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2004-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2005-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RO,2016-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RU,2000-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RU,2001-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RU,2002-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RU,2003-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RU,2004-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RU,2005-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RU,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RU,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RU,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RU,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RU,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RU,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RU,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,RU,2013-01-01,
T,TOTAL,HES,PC_ACT_FTE,RU,2014-01-01,
T,TOTAL,HES,PC_ACT_FTE,RU,2015-01-01,
T,TOTAL,HES,PC_ACT_FTE,RU,2016-01-01,
T,TOTAL,HES,PC_ACT_FTE,SE,2000-01-01,
T,TOTAL,HES,PC_ACT_FTE,SE,2001-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SE,2002-01-01,
T,TOTAL,HES,PC_ACT_FTE,SE,2003-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SE,2004-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SE,2005-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SE,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SE,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SE,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SE,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SE,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SE,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SE,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SE,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SE,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SE,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SE,2016-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2000-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2001-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2002-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2003-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2004-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2005-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SI,2016-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2000-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2001-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2002-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2003-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2004-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2005-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,SK,2016-01-01,0
T,TOTAL,HES,PC_ACT_FTE,TR,2000-01-01,
T,TOTAL,HES,PC_ACT_FTE,TR,2001-01-01,
T,TOTAL,HES,PC_ACT_FTE,TR,2002-01-01,
T,TOTAL,HES,PC_ACT_FTE,TR,2003-01-01,
T,TOTAL,HES,PC_ACT_FTE,TR,2004-01-01,
T,TOTAL,HES,PC_ACT_FTE,TR,2005-01-01,
T,TOTAL,HES,PC_ACT_FTE,TR,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,TR,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,TR,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,TR,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,TR,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,TR,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,TR,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,TR,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,TR,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,TR,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,TR,2016-01-01,
T,TOTAL,HES,PC_ACT_FTE,UK,2000-01-01,
T,TOTAL,HES,PC_ACT_FTE,UK,2001-01-01,
T,TOTAL,HES,PC_ACT_FTE,UK,2002-01-01,
T,TOTAL,HES,PC_ACT_FTE,UK,2003-01-01,
T,TOTAL,HES,PC_ACT_FTE,UK,2004-01-01,
T,TOTAL,HES,PC_ACT_FTE,UK,2005-01-01,0
T,TOTAL,HES,PC_ACT_FTE,UK,2006-01-01,0
T,TOTAL,HES,PC_ACT_FTE,UK,2007-01-01,0
T,TOTAL,HES,PC_ACT_FTE,UK,2008-01-01,0
T,TOTAL,HES,PC_ACT_FTE,UK,2009-01-01,0
T,TOTAL,HES,PC_ACT_FTE,UK,2010-01-01,0
T,TOTAL,HES,PC_ACT_FTE,UK,2011-01-01,0
T,TOTAL,HES,PC_ACT_FTE,UK,2012-01-01,0
T,TOTAL,HES,PC_ACT_FTE,UK,2013-01-01,0
T,TOTAL,HES,PC_ACT_FTE,UK,2014-01-01,0
T,TOTAL,HES,PC_ACT_FTE,UK,2015-01-01,0
T,TOTAL,HES,PC_ACT_FTE,UK,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,AT,2000-01-01,
T,TOTAL,PNP,PC_ACT_FTE,AT,2001-01-01,
T,TOTAL,PNP,PC_ACT_FTE,AT,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,AT,2003-01-01,
T,TOTAL,PNP,PC_ACT_FTE,AT,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,AT,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,AT,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,AT,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,AT,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,AT,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,AT,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,AT,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,AT,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,AT,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,AT,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,AT,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,AT,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BE,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,BG,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CY,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,CZ,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DE,2000-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2001-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2002-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2003-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2004-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2005-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2006-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2007-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2008-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2009-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2010-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2011-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2012-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2013-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2014-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2015-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DE,2016-01-01,
T,TOTAL,PNP,PC_ACT_FTE,DK,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,DK,2016-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2008-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2009-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2010-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2011-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2012-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2013-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2014-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2015-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EA19,2016-01-01,
T,TOTAL,PNP,PC_ACT_FTE,EE,2000-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2001-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2002-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2003-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2004-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2005-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2006-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2007-01-01,0
T,TOTAL,PNP,PC_ACT_FTE,EE,2008-01-01,0
